ID;Name;Birthday;Films
871;Mimi Rogers;1956-01-27;[[44048, Producer]]
872;Julie Yorn;1970-01-01;[[45153, Executive Producer], [13051, Producer], [49730, Producer], [8643, Executive Producer], [193610, Producer], [27845, Executive Producer], [44048, Producer]]
873;Jeff Kwatinetz;1970-01-01;[[9282, Executive Producer], [9600, Executive Producer], [11565, Executive Producer], [38322, Executive Producer], [59962, Executive Producer], [44048, Executive Producer]]
874;Chris Ciaffa;1970-01-01;[[44048, Executive Producer]]
875;Joan Bradshaw;1970-01-01;[[8358, Executive Producer], [686, Executive Producer], [8656, Executive Producer], [788, Producer], [4147, Executive Producer], [2539, Executive Producer], [2655, Executive Producer]]
876;Chris Juen;1970-01-01;[[22794, Producer]]
877;Yair Landau;1970-01-01;[[22794, Executive Producer]]
878;John Goldwyn;1970-01-01;[[8780, Producer], [10074, Producer], [3902, Producer], [82687, Producer], [116745, Producer]]
879;Aaron Spelling;1923-04-22;[[4327, Executive Producer]]
880;Betty Thomas;1948-07-27;[[4327, Executive Producer], [11638, Executive Producer], [8427, Producer]]
881;Doug Davison;1970-01-01;[[59965, Producer], [9009, Producer], [13812, Producer], [10885, Producer], [1422, Executive Producer], [9030, Executive Producer], [1970, Executive Producer], [4858, Executive Producer], [2044, Producer], [49950, Producer]]
882;Roy Lee;1970-01-01;[[59965, Producer], [9009, Producer], [13812, Producer], [241554, Producer], [10885, Producer], [321258, Producer], [1422, Executive Producer], [9030, Executive Producer], [1970, Executive Producer], [4858, Executive Producer], [2044, Producer], [137106, Producer], [10320, Executive Producer], [49950, Producer], [65086, Executive Producer]]
883;Pam Coats;1970-01-01;[[10674, Producer]]
884;Justin Theroux;1971-08-10;[[7446, Executive Producer]]
885;Brian Taylor;1970-01-01;[[15092, Executive Producer], [18501, Executive Producer], [7446, Producer]]
886;Soren Staermose;1970-01-01;[[65754, Producer]]
887;Ole Sndberg;1970-01-01;[[65754, Producer]]
888;Robert Lawrence;1970-01-01;[[9603, Producer], [1572, Executive Producer], [20337, Executive Producer], [12508, Producer], [2100, Producer]]
889;Peter Eskelsen;1970-01-01;[[10528, Producer]]
890;Joni Levin;1970-01-01;[[271969, Producer]]
891;Mark Burnett;1960-07-17;[[271969, Producer], [256962, Executive Producer]]
892;Ross Bagdasarian, Jr.;1970-01-01;[[258509, Producer], [23398, Producer]]
893;Janice Karman;1970-01-01;[[6477, Producer], [258509, Producer], [23398, Producer]]
894;Christopher McQuarrie;1968-01-01;[[2253, Producer]]
895;John Ottman;1970-01-01;[[2253, Executive Producer]]
896;Barry Bernardi;1970-01-01;[[232672, Executive Producer], [9339, Executive Producer], [9457, Executive Producer], [1103, Producer], [109418, Executive Producer], [50546, Executive Producer], [14560, Producer], [257344, Executive Producer], [10306, Producer], [34723, Executive Producer], [11090, Producer], [9957, Executive Producer], [1813, Executive Producer], [790, Producer], [10756, Executive Producer], [9291, Executive Producer], [10661, Executive Producer]]
897;Adam Sandler;1966-09-09;[[9032, Executive Producer], [232672, Producer], [9339, Producer], [11453, Producer], [10402, Producer], [13778, Producer], [9900, Executive Producer], [109418, Producer], [50546, Producer], [14560, Producer], [256961, Producer], [257344, Producer], [14220, Producer], [11090, Executive Producer], [9957, Producer], [12620, Producer], [9291, Executive Producer], [347969, Producer], [10663, Executive Producer], [10661, Producer]]
898;Jack Giarraputo;1970-01-01;[[1824, Producer], [9032, Producer], [232672, Producer], [9339, Producer], [11453, Producer], [13778, Producer], [20829, Executive Producer], [9900, Executive Producer], [109418, Producer], [50546, Producer], [9678, Producer], [2022, Producer], [14560, Producer], [256961, Producer], [257344, Executive Producer], [2355, Executive Producer], [14220, Producer], [11090, Executive Producer], [9957, Producer], [12620, Producer], [9291, Producer], [10663, Producer], [10661, Producer]]
899;Robert Smigel;1960-02-07;[[159824, Producer], [10661, Executive Producer]]
900;Steve Koren;1970-01-01;[[232672, Executive Producer], [310, Producer], [9339, Producer], [50546, Executive Producer], [257344, Executive Producer]]
901;Allen Covert;1964-10-13;[[232672, Executive Producer], [109418, Executive Producer], [50546, Executive Producer], [257344, Producer], [12620, Producer], [9291, Executive Producer], [347969, Producer]]
902;Tim Herlihy;1966-10-09;[[9339, Executive Producer], [50546, Executive Producer], [257344, Executive Producer], [9291, Executive Producer]]
903;Heather Parry;1970-01-01;[[10060, Producer], [50546, Producer], [257344, Executive Producer]]
904;Seth Gordon;1970-01-01;[[10092, Producer], [43942, Executive Producer], [257344, Executive Producer]]
905;Patrick Jean;1970-01-01;[[257344, Executive Producer]]
906;Johnny Alves;1970-01-01;[[257344, Executive Producer]]
907;Matias Boucard;1970-01-01;[[257344, Executive Producer]]
908;Benjamin Darras;1970-01-01;[[257344, Executive Producer]]
909;Jan Harlan;1970-01-01;[[644, Executive Producer], [3175, Executive Producer], [345, Executive Producer], [694, Executive Producer]]
910;Andrew Gunn;1970-01-01;[[10330, Producer], [11459, Producer], [18357, Producer], [10756, Producer]]
911;Marion Rosenberg;1970-01-01;[[9383, Executive Producer]]
912;Sydney Pollack;1934-07-01;[[17170, Producer], [1123, Executive Producer], [2289, Producer], [4942, Executive Producer], [44754, Producer], [4566, Producer], [606, Producer], [12618, Producer], [4584, Executive Producer], [10215, Producer], [37233, Producer], [179, Executive Producer], [8198, Executive Producer], [8055, Producer], [1213, Executive Producer], [9576, Producer]]
913;Anthony Minghella;1970-01-01;[[1123, Producer], [44754, Executive Producer], [4566, Executive Producer], [179, Executive Producer], [8198, Executive Producer], [8055, Producer]]
914;Bobby Cohen;1970-01-01;[[3682, Executive Producer], [8390, Executive Producer], [25, Producer], [75656, Producer], [291805, Producer], [4148, Producer]]
915;David Brown;1970-01-01;[[881, Producer], [2043, Producer], [10397, Producer], [392, Producer], [8656, Producer], [403, Executive Producer], [9664, Executive Producer], [578, Producer], [579, Producer], [9437, Producer], [10003, Producer], [9277, Executive Producer], [24226, Producer]]
916;Robert Evans;1930-06-29;[[9919, Producer], [11863, Producer], [2148, Producer], [238, Executive Producer], [240, Executive Producer], [9826, Producer], [10003, Producer]]
917;William J. MacDonald;1970-01-01;[[44857, Producer], [69848, Producer], [10003, Producer]]
918;Robert S. Baker;1970-01-01;[[10003, Executive Producer]]
919;Lis Kern;1970-01-01;[[10391, Executive Producer], [10003, Producer]]
920;Tom Jacobson;1970-01-01;[[9822, Producer], [19556, Producer], [2067, Producer], [71469, Producer], [5516, Producer]]
921;Andrew Z. Davis;1970-01-01;[[9798, Executive Producer], [49530, Executive Producer], [14736, Executive Producer], [9533, Executive Producer], [31867, Executive Producer], [15373, Executive Producer], [10357, Producer], [38319, Executive Producer]]
922;Robert F. Colesberry;1970-01-01;[[167, Producer], [22267, Producer], [4477, Producer]]
923;Donald Laventhall;1970-01-01;[[4477, Executive Producer]]
924;Harrison Ford;1942-07-13;[[8665, Executive Producer]]
925;Kathryn Bigelow;1951-11-27;[[8665, Producer], [12162, Producer], [97630, Producer]]
926;Edward S. Feldman;1970-01-01;[[10481, Producer], [8665, Producer], [10136, Producer], [37165, Producer], [9281, Producer]]
927;Winship Cook;1970-01-01;[[8665, Producer]]
928;Dino De Laurentiis;1919-08-08;[[766, Executive Producer], [9691, Executive Producer], [8069, Producer], [2163, Producer], [9387, Executive Producer], [9610, Executive Producer], [841, Executive Producer], [3604, Producer], [1248, Producer], [9533, Producer], [2669, Executive Producer], [11336, Executive Producer], [9703, Producer], [3536, Producer], [33157, Producer]]
929;Raffaella De Laurentiis;1954-06-28;[[9387, Producer], [9610, Producer], [11228, Executive Producer], [8840, Producer], [841, Producer], [5137, Executive Producer], [1729, Executive Producer], [9703, Producer]]
930;Edward R. Pressman;1970-01-01;[[1359, Producer], [9387, Executive Producer], [9610, Producer], [387, Executive Producer], [10410, Producer], [15394, Executive Producer], [11667, Producer], [10132, Producer], [9388, Executive Producer], [11699, Producer], [10744, Executive Producer], [9495, Producer], [9306, Producer], [10673, Producer]]
931;D. Constantine Conte;1970-01-01;[[9387, Executive Producer]]
932;Penny Marshall;1943-10-15;[[921, Producer]]
933;Tobey Maguire;1975-06-27;[[1429, Producer], [45272, Producer], [80585, Producer], [4464, Executive Producer], [299687, Producer]]
934;Gary Ross;1951-12-04;[[316152, Producer], [4464, Producer], [10199, Producer]]
935;Jane Sindell;1970-01-01;[[4464, Producer]]
936;Robin Bissell;1970-01-01;[[4464, Executive Producer], [70160, Executive Producer], [10199, Executive Producer]]
937;Allison Thomas;1970-01-01;[[4464, Executive Producer], [10199, Producer]]
938;Ed Jones;1970-12-29;[[9836, Executive Producer]]
939;David V. Lester;1970-01-01;[[9772, Executive Producer], [16320, Executive Producer], [278, Executive Producer], [10478, Producer]]
940;Jonathan Shestack;1970-01-01;[[9772, Producer], [9424, Producer], [68179, Producer], [9754, Producer]]
941;Paul W.S. Anderson;1970-01-01;[[9053, Producer], [10483, Producer], [19898, Producer], [76649, Producer], [1576, Producer], [35791, Producer], [1577, Producer], [7737, Producer], [71679, Producer], [52451, Producer]]
942;Jeremy Bolt;1970-01-01;[[10483, Producer], [8413, Producer], [19898, Producer], [76649, Producer], [1576, Producer], [35791, Producer], [1577, Producer], [7737, Producer], [71679, Producer], [89861, Producer], [52451, Producer]]
943;Martin Moszkowicz;1970-01-01;[[50135, Executive Producer], [19898, Executive Producer], [1427, Executive Producer], [76649, Producer], [35791, Executive Producer], [1577, Executive Producer], [7737, Executive Producer], [71679, Executive Producer], [9311, Producer], [52451, Executive Producer]]
944;Michelle Murdocca;1970-01-01;[[76492, Producer]]
945;Barry Josephson;1970-01-01;[[291870, Producer], [4523, Producer], [11096, Producer], [21972, Producer], [5516, Producer]]
946;Christopher Chase;1970-01-01;[[4523, Executive Producer], [14873, Producer]]
947;Denzel Washington;1954-12-28;[[59961, Executive Producer], [20504, Producer], [156022, Producer]]
948;Scott Aversano;1970-01-01;[[6877, Producer], [37821, Producer], [59961, Executive Producer], [1584, Executive Producer], [3989, Executive Producer], [225565, Producer], [14462, Executive Producer]]
949;Adam Merims;1970-01-01;[[24363, Executive Producer], [59961, Executive Producer], [13537, Producer], [277216, Executive Producer], [9515, Executive Producer]]
950;Marc D. Evans;1970-01-01;[[13460, Executive Producer], [157547, Producer], [59961, Executive Producer], [77948, Producer], [70436, Producer]]
951;Trevor Macy;1970-01-01;[[13460, Executive Producer], [157547, Producer], [59961, Executive Producer], [70436, Producer]]
952;Alexa Faigen;1970-01-01;[[25643, Producer], [59961, Executive Producer]]
953;Eddie Murphy;1961-04-03;[[12107, Executive Producer], [59108, Producer], [12158, Producer]]
954;Kim Roth;1970-01-01;[[12228, Executive Producer], [388, Executive Producer], [320, Executive Producer], [44564, Executive Producer], [59108, Producer], [12277, Executive Producer]]
955;Nancy Meyers;1949-12-08;[[22897, Producer], [10765, Producer], [6964, Producer], [1581, Producer], [257211, Producer], [3981, Producer]]
956;Bruce A. Block;1970-01-01;[[6964, Producer], [1581, Producer]]
957;Suzanne McNeill Farwell;1970-01-01;[[22897, Executive Producer], [257211, Producer]]
958;Jean-Jacques Annaud;1970-01-01;[[853, Producer], [978, Producer], [1997, Producer]]
959;Alain Godard;1970-01-01;[[853, Executive Producer]]
960;Roland Pellegrino;1970-01-01;[[9839, Executive Producer], [853, Executive Producer], [12771, Executive Producer]]
961;J?rg Reichl;1970-01-01;[[853, Executive Producer]]
962;Alisa Tager;1970-01-01;[[853, Executive Producer], [16320, Executive Producer]]
963;Ric Kidney;1970-01-01;[[10375, Producer], [11866, Executive Producer], [8292, Executive Producer], [19724, Executive Producer], [8835, Producer], [8838, Executive Producer], [10159, Executive Producer]]
964;Vince McMahon;1945-08-24;[[10159, Executive Producer], [9334, Executive Producer], [11358, Executive Producer]]
965;Chris Chesser;1970-01-01;[[9942, Producer], [10159, Executive Producer]]
966;Bill Corless;1970-01-01;[[10159, Producer]]
967;Karen Glasser;1970-01-01;[[10159, Producer]]
968;John Corry;1970-01-01;[[10159, Executive Producer]]
969;Alan Beattie;1970-01-01;[[10159, Executive Producer]]
970;Arnold Schwarzenegger;1947-07-30;[[9593, Executive Producer], [287424, Producer], [8452, Producer]]
971;Stephen J. Roth;1970-01-01;[[9593, Producer], [9647, Executive Producer]]
972;Clayton Townsend;1970-01-01;[[9563, Producer], [3132, Executive Producer], [2604, Producer], [55721, Producer], [20829, Producer], [10833, Executive Producer], [820, Producer], [4964, Producer], [9615, Executive Producer], [9913, Executive Producer], [89492, Producer], [227306, Producer], [6575, Producer], [17610, Producer], [329833, Producer]]
973;Lynwood Spinks;1970-01-01;[[5176, Executive Producer], [9766, Executive Producer], [11683, Executive Producer], [2355, Executive Producer], [9615, Executive Producer], [1729, Executive Producer], [7461, Executive Producer]]
974;Carla Shelley;1970-01-01;[[51052, Producer], [533, Producer], [72197, Executive Producer]]
975;Steve Pegram;1970-01-01;[[51052, Producer]]
976;Martin Brest;1970-01-01;[[8046, Producer], [297, Producer], [9013, Producer]]
977;David J. Wally;1970-01-01;[[2026, Executive Producer], [297, Producer]]
978;Celia D. Costas;1970-01-01;[[10468, Producer], [6538, Executive Producer], [2288, Executive Producer], [14359, Executive Producer], [297, Producer], [26320, Executive Producer], [257211, Executive Producer]]
979;Ronald L. Schwary;1970-01-01;[[297, Executive Producer], [16619, Producer], [12618, Executive Producer], [9576, Producer]]
980;Steven Reuther;1970-01-01;[[9884, Producer], [754, Executive Producer], [114, Producer], [11983, Executive Producer], [20697, Executive Producer], [12508, Executive Producer], [1921, Producer], [10731, Producer], [11975, Producer], [20943, Producer]]
981;Nicholas Meyer;1970-01-01;[[9884, Executive Producer], [205, Producer]]
982;David Foster;1962-02-21;[[9884, Producer], [10592, Producer], [9341, Producer], [9342, Producer], [8987, Producer], [1091, Producer]]
983;Hawk Koch;1970-01-01;[[10075, Producer], [9884, Executive Producer], [10559, Producer], [2026, Executive Producer], [4967, Producer], [45612, Executive Producer], [8090, Producer], [9271, Executive Producer], [8872, Executive Producer]]
984;Kenneth Utt;1970-01-01;[[16858, Executive Producer], [3116, Producer], [9800, Executive Producer], [274, Producer]]
985;Daniel Melnick;1970-01-01;[[16858, Executive Producer], [10366, Producer]]
986;Robert Alan Aurthur;1970-01-01;[[16858, Executive Producer]]
987;Jeff G. Waxman;1970-01-01;[[268920, Executive Producer], [37958, Executive Producer], [62764, Executive Producer]]
988;Tucker Tooley;1970-01-01;[[8409, Producer], [12403, Producer], [241771, Executive Producer], [7445, Executive Producer], [22971, Executive Producer], [138697, Executive Producer], [70435, Executive Producer], [82505, Executive Producer], [37958, Executive Producer], [62764, Executive Producer], [87818, Executive Producer], [42684, Executive Producer], [45317, Executive Producer], [138832, Producer]]
989;Robbie Brenner;1970-01-01;[[12403, Producer], [241771, Executive Producer], [152532, Producer], [107846, Producer], [37958, Executive Producer], [45610, Producer], [62764, Executive Producer]]
990;Ken Halsband;1970-01-01;[[12403, Producer], [7445, Producer], [70435, Producer], [37958, Producer], [62764, Producer]]
991;Josh Pate;1970-01-01;[[62764, Executive Producer]]
992;Nico Soultanakis;1970-01-01;[[37958, Producer], [62764, Producer]]
993;Jamie Marshall;1970-01-01;[[37958, Producer], [62764, Executive Producer], [59440, Producer]]
994;Andy Berman;1970-01-01;[[62764, Producer]]
995;Tommy Turtle;1970-01-01;[[37958, Executive Producer], [62764, Executive Producer]]
996;Jason Colbeck;1970-01-01;[[241771, Executive Producer], [62764, Executive Producer]]
997;Ajit Singh;1970-01-01;[[62764, Producer]]
998;John Cheng;1970-01-01;[[227159, Executive Producer], [62764, Executive Producer]]
999;Marc Platt;1957-04-14;[[136400, Producer], [296098, Producer], [37950, Producer], [23742, Producer], [64690, Producer], [10028, Producer], [224141, Producer], [19366, Producer], [8835, Producer], [10327, Producer], [10197, Producer], [14976, Producer], [22538, Producer], [244783, Producer], [15648, Producer], [8909, Producer], [137321, Producer]]
1000;Cooper Layne;1970-01-01;[[9341, Producer]]
1001;Jerry Lewis;1926-03-16;[[12107, Executive Producer], [9327, Executive Producer]]
1002;James D. Brubaker;1970-01-01;[[310, Producer], [10052, Executive Producer], [1624, Executive Producer], [12107, Executive Producer], [9549, Executive Producer]]
1003;Andrew Mason;1980-01-01;[[111190, Producer], [2666, Producer], [100241, Producer], [10628, Executive Producer], [11979, Executive Producer], [8870, Executive Producer], [140823, Executive Producer], [9637, Executive Producer], [588, Executive Producer], [603, Executive Producer], [256917, Producer]]
1004;Joseph Barbera;1970-01-01;[[9637, Executive Producer], [11024, Executive Producer], [888, Executive Producer], [889, Executive Producer]]
1005;William Hanna;1970-01-01;[[9637, Executive Producer], [888, Executive Producer], [889, Executive Producer]]
1006;Robert Engelman;1970-01-01;[[36647, Producer], [62837, Executive Producer], [227735, Executive Producer], [31246, Producer], [9312, Executive Producer], [9824, Executive Producer], [9637, Executive Producer]]
1007;Kelley Smith-Wait;1970-01-01;[[9637, Executive Producer], [11024, Executive Producer]]
1008;Mark O'Keefe;1970-01-01;[[310, Producer], [9339, Producer]]
1009;Richard P. Rubinstein;1970-01-01;[[16281, Producer], [16288, Executive Producer], [924, Producer], [8408, Producer], [8913, Producer], [10280, Producer]]
1010;Salah M. Hassanein;1970-01-01;[[16281, Executive Producer], [8408, Executive Producer]]
1011;Andrew Lazar;1970-01-01;[[4951, Producer], [9691, Producer], [9303, Producer], [20483, Producer], [39691, Producer], [4912, Producer], [9275, Producer], [8952, Producer], [20533, Producer], [10783, Producer], [210860, Producer], [5551, Producer], [2900, Producer]]
1012;Jay Sanders;1970-01-01;[[8247, Producer]]
1013;Stacy Maes;1970-01-01;[[8247, Executive Producer]]
1014;Kim H. Winther;1970-01-01;[[8247, Executive Producer]]
1015;Vince Gerardis;1970-01-01;[[8247, Executive Producer]]
1016;Ralph Vicinanza;1970-01-01;[[8247, Executive Producer]]
1017;Jeffrey Harlacker;1970-01-01;[[23706, Producer], [8247, Producer]]
1018;Simon Crane;1970-01-01;[[8247, Producer]]
1019;Georgina Pope;1970-01-01;[[8247, Producer]]
1020;Louis Phillips;1970-01-01;[[11324, Executive Producer], [1949, Executive Producer]]
1021;Steve Oedekerk;1961-11-27;[[9907, Producer], [310, Executive Producer], [12589, Producer]]
1022;Eda Kowan;1970-01-01;[[27578, Executive Producer]]
1023;Steve Bing;1970-01-01;[[7944, Producer], [12634, Producer], [45243, Producer]]
1024;Bernard Williams;1970-01-01;[[3175, Producer], [31640, Executive Producer], [11353, Executive Producer], [9986, Executive Producer], [193, Executive Producer], [2669, Producer]]
1025;Edgar M. Bronfman;1970-01-01;[[9986, Executive Producer]]
1026;Tony Winley;1970-01-01;[[9986, Producer], [49021, Producer], [2787, Executive Producer]]
1027;Albert S. Ruddy;1970-01-01;[[9991, Executive Producer], [70, Producer], [238, Producer], [9291, Executive Producer]]
1028;Van Toffler;1970-01-01;[[8202, Executive Producer], [3179, Executive Producer], [7214, Executive Producer], [9451, Executive Producer], [10060, Executive Producer], [12094, Executive Producer], [10615, Executive Producer], [9291, Executive Producer]]
1029;Michael Ewing;1970-01-01;[[1824, Executive Producer], [11665, Producer], [64807, Producer], [9291, Executive Producer], [36593, Producer]]
1030;David Gale;1970-01-01;[[15256, Producer], [8202, Producer], [3179, Executive Producer], [7214, Producer], [17130, Executive Producer], [14557, Producer], [9451, Producer], [10060, Executive Producer], [12094, Executive Producer], [9012, Executive Producer], [20337, Producer], [10615, Producer], [9291, Executive Producer], [23618, Producer], [16158, Producer], [21525, Executive Producer], [14709, Executive Producer]]
1031;Steve Carell;1962-08-16;[[50646, Producer], [11665, Executive Producer], [124459, Producer]]
1032;Peter Segal;1970-01-01;[[11665, Executive Producer], [64807, Producer]]
1033;Reese Witherspoon;1976-03-22;[[12193, Producer], [210577, Producer], [268920, Producer], [10327, Executive Producer], [228970, Producer]]
1034;Vince Vaughn;1970-03-28;[[12193, Producer], [15745, Producer], [9767, Producer], [44564, Producer], [116741, Producer]]
1035;Peter Billingsley;1971-04-16;[[12193, Executive Producer], [9767, Executive Producer]]
1036;Guy Riedel;1970-01-01;[[7191, Executive Producer], [10691, Executive Producer], [12193, Executive Producer], [1542, Executive Producer], [10591, Executive Producer]]
1037;Derek Evans;1970-01-01;[[12193, Executive Producer], [10115, Executive Producer], [7453, Executive Producer], [10022, Executive Producer]]
1038;Christopher Meledandri;1959-05-15;[[20352, Producer], [93456, Producer], [425, Executive Producer], [211672, Producer], [9928, Executive Producer], [328111, Producer]]
1039;William Joyce;1970-01-01;[[9928, Producer]]
1040;Michael Douglas;1944-09-25;[[754, Executive Producer], [1551, Producer], [510, Producer], [20763, Executive Producer], [11975, Producer], [5820, Producer]]
1041;David Permut;1970-01-01;[[8669, Producer], [18828, Producer], [17995, Producer], [754, Producer], [12486, Producer], [22327, Producer]]
1042;Jonathan D. Krane;1970-01-01;[[10782, Executive Producer], [5491, Producer], [754, Executive Producer], [9294, Executive Producer], [9440, Producer], [9705, Producer], [2275, Executive Producer]]
1043;Christopher Godsick;1970-01-01;[[9208, Executive Producer], [754, Producer], [12763, Producer]]
1044;Sam Mendes;1965-08-01;[[25, Producer], [4147, Producer], [7979, Executive Producer], [3877, Producer]]
1045;Dean Zanuck;1972-08-11;[[4147, Producer]]
1046;Jim Kouf;1970-01-01;[[1701, Executive Producer], [12227, Executive Producer]]
1047;Lynn Kouf;1970-01-01;[[1701, Executive Producer], [12227, Executive Producer]]
1048;Peter Bogart;1970-01-01;[[1701, Executive Producer], [13888, Producer]]
1049;William Horberg;1970-01-01;[[16614, Executive Producer], [8669, Executive Producer], [2289, Producer], [46261, Executive Producer], [6615, Executive Producer], [10215, Producer], [4960, Executive Producer], [7979, Producer], [8198, Producer], [1213, Producer]]
1050;Steve Richards;1970-01-01;[[9645, Executive Producer], [4970, Executive Producer], [10066, Executive Producer], [11377, Executive Producer], [5236, Executive Producer], [22832, Executive Producer], [21208, Executive Producer], [57214, Executive Producer], [13809, Executive Producer], [20504, Executive Producer], [4858, Executive Producer], [9378, Executive Producer], [48138, Executive Producer], [22787, Executive Producer]]
1051;Erik Olsen;1970-01-01;[[21208, Producer], [20504, Executive Producer]]
1052;John Hughes;1950-02-18;[[11212, Producer], [9574, Producer], [771, Producer], [772, Producer]]
1053;David Nicksay;1970-01-01;[[9582, Producer], [10923, Producer], [9989, Producer], [4551, Producer], [9574, Executive Producer], [67675, Executive Producer], [10327, Producer], [8328, Executive Producer], [9631, Executive Producer]]
1054;Ricardo Mestres;1970-01-01;[[9574, Producer], [56715, Producer], [10632, Producer]]
1055;Susan Arnold;1970-01-01;[[10096, Producer], [11467, Producer], [8457, Producer], [9434, Producer], [11618, Producer]]
1056;Donna Roth;1970-01-01;[[10096, Producer], [11467, Producer], [8457, Producer], [11618, Producer]]
1057;Samuel Z. Arkoff;1970-01-01;[[11033, Executive Producer], [11618, Executive Producer]]
1058;Kenneth Ross;1970-01-01;[[2300, Executive Producer]]
1059;Daniel Goldberg;1970-01-01;[[41733, Producer], [9352, Producer], [11635, Producer], [9285, Producer], [9842, Producer], [2300, Producer], [10890, Producer], [18785, Producer]]
1060;David Falk;1950-01-01;[[2300, Executive Producer]]
1061;Robert Simonds;1970-01-01;[[9032, Executive Producer], [11007, Producer], [35169, Producer], [9490, Producer], [9614, Producer], [11451, Producer], [10956, Producer], [12090, Producer], [2959, Producer], [9678, Executive Producer], [321258, Executive Producer], [12096, Producer], [10067, Executive Producer], [10663, Producer], [59962, Producer]]
1062;Tracey Trench;1970-01-01;[[9454, Producer], [11451, Executive Producer], [12090, Executive Producer], [12096, Executive Producer]]
1063;Ira Shuman;1970-01-01;[[35169, Executive Producer], [12096, Executive Producer]]
1064;Paul Harris Boardman;1970-01-01;[[10200, Producer], [8643, Producer]]
1065;David Ayer;1968-01-18;[[77016, Producer], [228150, Producer], [7873, Producer], [144336, Producer]]
1066;Ethan Smith;1970-01-01;[[94348, Executive Producer], [228150, Producer], [274479, Executive Producer], [144336, Producer]]
1067;John Lesher;1970-01-01;[[194662, Producer], [261023, Producer], [190955, Producer], [77016, Producer], [228150, Producer]]
1068;Anton Lessine;1970-01-01;[[228150, Executive Producer]]
1069;Sasha Shapiro;1970-01-01;[[228150, Executive Producer]]
1070;Alex Ott;1970-01-01;[[228150, Executive Producer]]
1071;James Dyer;1970-01-01;[[31306, Executive Producer], [8676, Executive Producer], [9654, Executive Producer], [19803, Executive Producer], [41515, Executive Producer]]
1072;Max Howard;1970-01-01;[[9023, Executive Producer]]
1073;Stephen Hopkins;1970-01-01;[[2157, Producer], [323677, Producer]]
1074;Robert Rehme;1970-01-01;[[306, Producer], [10391, Executive Producer], [9331, Producer], [16072, Executive Producer], [2157, Executive Producer], [9869, Producer]]
1075;Carla Fry;1970-01-01;[[2157, Producer]]
1076;Mark W. Koch;1970-01-01;[[2157, Producer], [56601, Producer]]
1077;Jonathan Demme;1944-02-22;[[2757, Producer], [9800, Producer], [14976, Producer], [244783, Producer], [9591, Producer], [14462, Producer]]
1078;Tina Sinatra;1948-06-20;[[14462, Producer]]
1079;Donald W. Ernst;1970-01-01;[[49948, Producer]]
1080;Roy Edward Disney;1970-01-01;[[49948, Executive Producer]]
1081;Ted Hartley;1970-01-01;[[9822, Producer]]
1082;Paul Winze;1970-01-01;[[9705, Producer]]
1083;Ronald Bass;1970-01-01;[[1844, Executive Producer], [33644, Executive Producer], [8874, Producer], [9441, Executive Producer], [12159, Executive Producer]]
1084;Barnet Bain;1970-01-01;[[12159, Producer]]
1085;Stephen Deutsch;1970-01-01;[[12159, Producer]]
1086;Jonathan Gordon;1970-01-01;[[168672, Producer], [4912, Executive Producer], [8999, Executive Producer], [489, Executive Producer], [2294, Executive Producer], [9541, Executive Producer], [274479, Producer], [48572, Producer], [82693, Producer], [38050, Executive Producer], [4442, Executive Producer], [13922, Executive Producer], [19457, Executive Producer]]
1087;Daniel Bobker;1970-01-01;[[69668, Producer], [4442, Producer], [9913, Producer]]
1088;Andrew Rona;1970-01-01;[[10012, Executive Producer], [225574, Producer], [57214, Executive Producer], [4256, Executive Producer], [4442, Executive Producer], [266396, Producer], [48138, Producer]]
1089;Chris McGurk;1970-01-01;[[4442, Executive Producer]]
1090;Laurie Parker;1970-01-01;[[10944, Producer], [75, Producer], [468, Producer]]
1091;Sylvie Pialat;1970-01-01;[[330770, Producer]]
1092;Beno?t Quainon;1970-01-01;[[330770, Producer]]
1093;Julien Naveau;1970-01-01;[[330770, Producer]]
1094;Sebastin Ɓlvarez;1970-01-01;[[330770, Producer]]
1095;Art Linson;1970-01-01;[[13342, Producer], [550, Producer], [5915, Executive Producer], [9787, Executive Producer], [12596, Producer], [9647, Producer], [9676, Producer], [9433, Producer], [27586, Producer], [117, Producer], [5971, Producer], [8944, Producer]]
1096;Max Handelman;1973-05-03;[[114150, Producer], [254470, Producer], [19959, Producer]]
1097;Peter O. Almond;1970-01-01;[[11973, Producer]]
1098;David T. Friendly;1970-01-01;[[9600, Producer], [11565, Producer], [38322, Producer], [11228, Producer], [3050, Producer], [11141, Producer], [773, Producer], [11260, Producer], [4032, Executive Producer]]
1099;Stuart Ford;1970-01-01;[[57876, Executive Producer], [70074, Executive Producer], [102362, Executive Producer], [72387, Executive Producer], [77951, Executive Producer]]
1100;Jinko Gotoh;1970-01-01;[[12244, Producer], [77951, Producer]]
1101;Neil Nightingale;1970-01-01;[[77951, Producer]]
1102;John Travolta;1954-02-18;[[5491, Producer], [334527, Executive Producer]]
1103;Elie Samaha;1970-01-01;[[111794, Executive Producer], [12138, Producer], [10077, Executive Producer], [5852, Producer], [10550, Producer], [5491, Producer], [9544, Executive Producer], [10167, Producer], [11141, Executive Producer], [9952, Executive Producer], [8374, Producer], [5955, Producer], [2069, Executive Producer], [2122, Producer]]
1104;Allison Abbate;1970-01-01;[[3933, Producer], [62214, Producer], [10715, Producer], [10386, Producer]]
