ID;Name;Birthday;Films
846;Diane Drake;1970-01-01;[[3981, Screenplay]]
847;William Goldman;1931-08-12;[[5902, Screenplay], [66, Screenplay], [642, Screenplay], [6171, Screenplay], [26268, Screenplay], [11313, Screenplay], [2687, Screenplay], [2275, Screenplay], [10586, Screenplay], [2493, Screenplay], [265208, Screenplay]]
848;Lawrence Kasdan;1949-01-14;[[89325, Writer], [6171, Screenplay], [24071, Writer], [85, Screenplay], [1892, Screenplay], [11509, Screenplay], [619, Screenplay], [1891, Screenplay], [12160, Screenplay]]
849;Leonardo Benvenuti;1970-01-01;[[9021, Screenplay]]
850;Nora Ephron;1941-05-19;[[10385, Screenplay], [24803, Screenplay], [639, Screenplay], [9489, Screenplay]]
851;Delia Ephron;1970-01-01;[[10385, Screenplay], [9489, Screenplay]]
852;John C. Reilly;1970-01-01;[[12133, Screenplay]]
853;Will Ferrell;1967-07-16;[[9429, Screenplay], [109443, Screenplay], [12133, Screenplay], [12133, Screenplay]]
854;Randall Jahnson;1970-01-01;[[10537, Writer], [9342, Screenplay]]
855;John Eskow;1970-01-01;[[9342, Screenplay]]
856;Todd Phillips;1970-12-20;[[496, Screenplay], [41733, Screenplay], [11635, Screenplay], [9285, Screenplay], [9384, Screenplay]]
857;Adam Sztykiel;1970-01-01;[[41733, Screenplay]]
858;Alan R. Cohen;1970-01-01;[[41733, Screenplay], [41733, Screenplay]]
859;Alan Freedland;1970-01-01;[[41733, Screenplay], [41733, Screenplay]]
860;Joel Coen;1954-11-29;[[12573, Writer], [296098, Writer], [4944, Screenplay], [270487, Writer], [86829, Writer], [11775, Screenplay], [6977, Screenplay], [134, Screenplay], [115, Writer], [11934, Screenplay], [5516, Screenplay], [44264, Screenplay], [227306, Screenplay]]
861;Ethan Coen;1957-09-21;[[12573, Writer], [296098, Writer], [4944, Screenplay], [270487, Writer], [86829, Writer], [11775, Screenplay], [6977, Screenplay], [134, Screenplay], [115, Writer], [11934, Screenplay], [5516, Screenplay], [44264, Screenplay], [227306, Screenplay]]
862;Richard LaGravenese;1970-01-01;[[109491, Screenplay], [39437, Writer], [1646, Screenplay], [46889, Writer], [6023, Screenplay], [688, Screenplay], [177, Writer], [547, Screenplay], [206296, Writer], [227306, Screenplay], [55787, Screenplay]]
863;Howard Klausner;1970-01-01;[[5551, Screenplay], [54897, Writer]]
864;Audrey Wells;1970-01-01;[[10603, Screenplay], [4380, Screenplay], [4244, Writer], [10934, Screenplay]]
865;Andrea Berloff;1970-01-01;[[277216, Screenplay], [277216, Screenplay], [1852, Writer]]
866;Lawrence Konner;1970-01-01;[[14012, Screenplay], [8838, Screenplay], [11820, Screenplay], [11411, Screenplay], [11411, Screenplay]]
867;Sacha Baron Cohen;1971-10-13;[[496, Screenplay], [496, Screenplay], [18480, Screenplay], [18480, Screenplay], [76493, Screenplay]]
868;Stanley Kubrick;1928-07-26;[[62, Screenplay], [3175, Screenplay], [935, Screenplay], [345, Screenplay], [802, Screenplay], [694, Screenplay]]
869;Arthur Schnitzler;1970-01-01;[[345, Writer]]
870;Frederic Raphael;1970-01-01;[[345, Screenplay]]
871;Aline Brosh McKenna;1970-01-01;[[6557, Writer], [196867, Screenplay], [70868, Screenplay], [11141, Screenplay], [11141, Screenplay], [38357, Writer], [350, Screenplay], [10563, Screenplay], [74465, Screenplay]]
872;Will Gluck;1970-01-01;[[196867, Screenplay], [50544, Screenplay]]
873;Glenn Ficarra;1970-01-01;[[10147, Screenplay], [10992, Screenplay], [256591, Writer], [8952, Writer]]
874;John Requa;1970-01-01;[[10147, Screenplay], [10992, Screenplay], [256591, Writer], [8952, Writer]]
875;Marcus Gautesen;1970-01-01;[[59962, Screenplay]]
876;Kevin Reynolds;1970-01-01;[[10448, Screenplay], [1880, Screenplay], [1880, Screenplay], [335778, Screenplay]]
877;Elaine May;1932-04-21;[[12704, Screenplay], [9440, Screenplay], [9576, Screenplay]]
878;John Kamps;1970-01-01;[[12797, Screenplay], [49526, Writer], [9449, Screenplay], [6795, Screenplay]]
879;Jamie Linden;1970-01-01;[[22971, Screenplay], [303858, Screenplay], [11170, Screenplay]]
880;Cory Helms;1970-01-01;[[11170, Writer]]
881;Adam Resnick;1970-01-01;[[9275, Screenplay], [10783, Screenplay]]
882;Raven Metzner;1970-01-01;[[9947, Writer]]
883;Stu Zicherman;1970-01-01;[[9947, Writer]]
884;Frank Miller;1957-01-27;[[5550, Screenplay], [5550, Screenplay], [187, Writer], [189, Writer], [8285, Screenplay]]
885;Kurt Luedtke;1970-01-01;[[606, Screenplay], [12618, Screenplay]]
886;Bernd Eichinger;1970-01-01;[[613, Screenplay], [1427, Screenplay], [6968, Screenplay]]
887;Andrew Birkin;1970-01-01;[[1427, Screenplay], [10047, Writer]]
888;Mike Myers;1963-05-25;[[818, Screenplay], [816, Screenplay], [817, Screenplay], [12177, Screenplay]]
889;Michael McCullers;1970-01-01;[[818, Screenplay], [817, Screenplay], [8780, Screenplay], [14623, Screenplay], [12277, Screenplay]]
890;Dan Gordon;1970-01-01;[[10400, Screenplay], [12160, Screenplay]]
891;Donald Stewart;1970-01-01;[[9331, Screenplay], [9869, Screenplay], [1669, Screenplay]]
892;Daniel Lee;1970-01-01;[[300168, Writer]]
893;Marlon Wayans;1972-07-23;[[139038, Writer], [184345, Writer], [21724, Writer], [351819, Writer], [9072, Screenplay], [4248, Screenplay], [12153, Screenplay]]
894;Keenen Ivory Wayans;1958-06-08;[[26352, Writer], [21724, Writer], [34101, Writer], [9072, Screenplay], [12153, Screenplay]]
895;Shawn Wayans;1971-01-19;[[21724, Writer], [9072, Screenplay], [4248, Screenplay], [12153, Screenplay]]
896;Sam Montgomery;1970-01-01;[[2163, Screenplay], [3536, Screenplay]]
897;Graham Gordy;1970-01-01;[[12177, Screenplay]]
898;Richard Recco;1970-01-01;[[12138, Screenplay]]
899;Demian Lichtenstein;1970-01-01;[[12138, Screenplay]]
900;Michael B. Gordon;1970-01-01;[[1271, Screenplay]]
901;Jim Herzfeld;1970-01-01;[[40688, Writer], [693, Screenplay], [1597, Screenplay]]
902;Don Roos;1970-01-01;[[14306, Screenplay]]
903;Frank Darabont;1959-01-28;[[10072, Screenplay], [497, Screenplay], [5876, Screenplay], [278, Writer]]
904;Brad Copeland;1970-01-01;[[198062, Writer], [11199, Screenplay]]
905;Ron Anderson;1970-01-01;[[9982, Screenplay]]
906;Gillian Flynn;1971-01-01;[[210577, Screenplay]]
907;W. Blake Herron;1970-01-01;[[15373, Screenplay], [2501, Screenplay]]
908;Nicholas Meyer;1970-01-01;[[168, Screenplay], [174, Screenplay], [9837, Screenplay]]
909;Geoff Rodkey;1970-01-01;[[14144, Screenplay], [10708, Screenplay]]
910;Blake Masters;1970-01-01;[[136400, Screenplay]]
911;Donna Powers;1970-01-01;[[8914, Screenplay], [9654, Screenplay], [10984, Screenplay]]
912;Wayne Powers;1970-01-01;[[8914, Screenplay], [9654, Screenplay], [10984, Screenplay]]
913;Marc Lawrence;1970-01-01;[[24438, Writer], [1493, Writer], [10040, Screenplay], [11172, Screenplay], [8970, Screenplay], [2642, Screenplay]]
914;Todd Alcott;1970-01-01;[[8916, Screenplay]]
915;Vince Vaughn;1970-03-28;[[19899, Screenplay], [9767, Screenplay], [116741, Screenplay], [116741, Screenplay]]
916;Jon Favreau;1966-10-19;[[19899, Screenplay], [15745, Writer], [10218, Screenplay]]
917;Dana Fox;1970-01-01;[[19899, Screenplay], [259694, Screenplay], [6961, Writer], [9029, Screenplay]]
918;T.S. Nowlin;1970-01-01;[[294254, Screenplay], [198663, Screenplay]]
919;Ryan Murphy;1965-11-30;[[38167, Screenplay], [67675, Writer], [7510, Screenplay]]
920;Jennifer Salt;1970-01-01;[[38167, Screenplay]]
921;David Diamond;1970-01-01;[[22949, Writer], [5994, Screenplay]]
922;David Weissman;1970-01-01;[[22949, Screenplay], [5994, Screenplay]]
923;William Osborne;1970-01-01;[[9334, Screenplay], [14623, Screenplay], [14623, Screenplay], [9493, Screenplay]]
924;Lewis Colick;1970-01-01;[[6478, Screenplay], [37950, Screenplay], [37950, Writer], [11456, Screenplay], [31908, Screenplay], [11128, Screenplay]]
925;Duncan Kennedy;1970-01-01;[[8914, Screenplay]]
926;Steve Bing;1970-01-01;[[10628, Screenplay]]
927;Henry Selick;1970-01-01;[[14836, Screenplay]]
928;John O'Brien;1970-01-01;[[10623, Screenplay], [9384, Screenplay], [9384, Screenplay], [6519, Screenplay], [6519, Screenplay]]
929;Stevie Long;1970-01-01;[[9384, Screenplay]]
930;Randy Kornfield;1970-01-01;[[8869, Screenplay], [9279, Screenplay]]
931;Chris Butler;1970-01-01;[[77174, Screenplay], [10199, Screenplay]]
932;Joan Didion;1970-01-01;[[9302, Screenplay]]
933;John Gregory Dunne;1970-01-01;[[9302, Screenplay]]
934;Tim Watts;1970-01-01;[[10199, Screenplay]]
935;Brendan Houghton;1970-01-01;[[10199, Screenplay]]
936;Dean Roberts;1970-01-01;[[10199, Screenplay]]
937;Sharon Smith;1970-01-01;[[10199, Screenplay]]
938;Gabriele Zucchelli;1970-01-01;[[10199, Screenplay]]
939;Gary Dunn;1970-01-01;[[10199, Screenplay]]
940;Len Morganti;1970-01-01;[[10199, Screenplay]]
941;Arshad Baig;1970-01-01;[[10199, Screenplay]]
942;Darren Vandenburg;1970-01-01;[[10199, Screenplay]]
943;Michael J. Leeson;1970-01-01;[[3028, Screenplay], [10771, Screenplay]]
944;Richard Hatem;1970-01-01;[[2637, Screenplay], [3512, Screenplay]]
945;Matt Reeves;1970-01-01;[[41402, Screenplay], [23570, Writer], [19457, Screenplay], [3512, Screenplay]]
946;David O. Russell;1958-08-20;[[168672, Writer], [2074, Writer], [1599, Screenplay], [274479, Screenplay], [274479, Screenplay], [82693, Screenplay], [6415, Screenplay]]
947;Annie Mumolo;1973-07-10;[[55721, Screenplay], [274479, Screenplay]]
948;Christian Gudegast;1970-01-01;[[8409, Screenplay], [267860, Screenplay]]
949;Chad St. John;1970-01-01;[[267860, Screenplay]]
950;Adam Pava;1970-01-01;[[170687, Screenplay]]
951;Adam Brooks;1970-01-01;[[39437, Writer], [9801, Screenplay], [8390, Writer], [6435, Screenplay], [11823, Screenplay]]
952;Katie Ford;1970-01-01;[[1493, Writer], [10040, Screenplay]]
953;Caryn Lucas;1970-01-01;[[1493, Writer], [10040, Screenplay]]
954;Gregg Shabot;1970-01-01;[[6278, Writer]]
955;Kevin Peterka;1970-01-01;[[6278, Screenplay]]
956;Will Beall;1970-01-01;[[82682, Writer]]
957;Harold Ramis;1944-11-21;[[9932, Screenplay], [9535, Screenplay], [8469, Writer], [1636, Screenplay], [11977, Screenplay], [137, Screenplay], [10890, Screenplay], [17610, Screenplay]]
958;Gene Stupnitsky;1970-01-01;[[52449, Screenplay], [17610, Screenplay]]
959;Lee Eisenberg;1970-01-01;[[52449, Screenplay], [17610, Screenplay]]
960;Sherri Stoner;1970-01-01;[[9849, Screenplay]]
961;Deanna Oliver;1970-01-01;[[9849, Screenplay]]
962;Jorge Blanco;1970-01-01;[[16866, Writer]]
963;Ignacio Prez Dolset;1970-01-01;[[16866, Writer]]
964;Javier Abad;1970-01-01;[[16866, Writer]]
965;Marcos Martnez;1970-01-01;[[16866, Writer]]
966;Robert Ramsey;1970-01-01;[[2185, Screenplay], [11775, Screenplay], [11775, Screenplay], [14655, Screenplay]]
967;Matthew Stone;1970-01-01;[[11775, Screenplay], [11775, Screenplay], [14655, Screenplay]]
968;John Romano;1970-01-01;[[11775, Screenplay], [50348, Screenplay]]
969;Randy Brown;1970-01-01;[[87825, Screenplay]]
970;Andrew Bovell;1970-01-01;[[157849, Screenplay], [12201, Screenplay]]
971;Amy Holden Jones;1970-01-01;[[75986, Writer], [11191, Screenplay], [11015, Screenplay]]
972;John Raffo;1970-01-01;[[11015, Screenplay]]
973;Peter Tolan;1958-07-05;[[11467, Screenplay], [9932, Screenplay], [9535, Screenplay], [1636, Screenplay], [11638, Screenplay], [9007, Screenplay], [17795, Screenplay], [12770, Screenplay], [10416, Screenplay]]
974;Russell Gewirtz;1970-01-01;[[388, Writer], [13389, Writer]]
975;Susannah Grant;1970-01-01;[[10468, Screenplay], [462, Writer], [9454, Screenplay], [10530, Screenplay], [299687, Screenplay], [17332, Screenplay]]
976;Joel Cohen;1970-01-01;[[11007, Screenplay], [8920, Screenplay], [9513, Screenplay], [9416, Screenplay], [862, Screenplay]]
977;Alec Sokolow;1970-01-01;[[11007, Screenplay], [8920, Screenplay], [9513, Screenplay], [9416, Screenplay], [862, Screenplay]]
978;Min-Woo Hyung;1970-01-01;[[38321, Writer]]
979;Philip Eisner;1970-01-01;[[8413, Writer]]
980;Josh Friedman;1970-01-01;[[12123, Writer], [9676, Screenplay]]
981;David S. Ward;1970-01-01;[[9664, Screenplay], [9942, Screenplay], [9277, Screenplay]]
982;Daniel Chuba;1970-01-01;[[10384, Screenplay]]
983;I. Marlene King;1970-01-01;[[123553, Screenplay]]
984;Cassandra Clare;1973-07-27;[[123553, Writer]]
985;Jessica Postigo;1970-01-01;[[123553, Screenplay]]
986;Robbie Greenberg;1970-01-01;[[11260, Screenplay]]
987;Bill Corbett;1970-01-01;[[11260, Screenplay]]
988;Rafael Yglesias;1970-01-01;[[9009, Screenplay], [768, Screenplay]]
989;mile Gaudreault;1970-01-01;[[11374, Screenplay], [321, Screenplay]]
990;Sylvie Bouchard;1970-01-01;[[11374, Screenplay]]
991;Eric Aronson;1970-01-01;[[210860, Writer], [34043, Writer]]
992;Kyril Bonfiglioli;1970-01-01;[[210860, Writer]]
993;Jason Rappaport;1970-01-01;[[2312, Screenplay]]
994;Doug Taylor;1970-01-01;[[2312, Screenplay], [37707, Screenplay]]
995;Dan Stroncak;1970-01-01;[[2312, Screenplay]]
996;Wu Cheng'en;1970-01-01;[[381902, Writer]]
997;Elvis Man;1970-01-01;[[381902, Writer]]
998;Tom Schulman;1970-01-01;[[13982, Writer], [207, Screenplay], [9713, Screenplay], [9096, Screenplay], [16784, Screenplay]]
999;Jason Hall;1970-01-01;[[190859, Writer]]
1000;Chris Kyle;1974-04-08;[[190859, Writer]]
1001;Scott McEwen;1970-01-01;[[190859, Writer]]
1002;Jim DeFelice;1970-01-01;[[190859, Writer]]
1003;Scott Alexander;1970-01-01;[[3021, Screenplay], [10923, Screenplay], [87093, Writer], [522, Screenplay], [257445, Screenplay], [1850, Screenplay], [19419, Writer]]
1004;Larry Karaszewski;1970-01-01;[[3021, Screenplay], [10923, Screenplay], [87093, Writer], [522, Screenplay], [257445, Screenplay], [1850, Screenplay], [19419, Writer]]
1005;Jim Cash;1970-01-01;[[11237, Screenplay], [8592, Screenplay], [9930, Screenplay], [889, Screenplay], [744, Screenplay]]
1006;Jack Epps Jr.;1970-01-01;[[11237, Screenplay], [8592, Screenplay], [9930, Screenplay], [889, Screenplay], [744, Screenplay]]
1007;Deborah Kaplan;1970-01-01;[[15037, Writer], [19366, Writer], [25195, Writer], [889, Screenplay]]
1008;Harry Elfont;1970-01-01;[[15037, Writer], [19366, Writer], [25195, Writer], [889, Screenplay]]
1009;Sheldon Lettich;1970-01-01;[[11690, Screenplay], [9594, Screenplay], [272878, Writer], [15797, Writer], [1370, Screenplay]]
1010;Duncan Brantley;1970-01-01;[[4942, Screenplay]]
1011;Rick Reilly;1970-01-01;[[4942, Screenplay]]
1012;Jared Stern;1970-01-01;[[116741, Screenplay], [80035, Screenplay]]
1013;David Caspe;1978-10-20;[[87428, Writer]]
1014;Charles Edward Pogue;1970-01-01;[[8840, Screenplay]]
1015;Patrick Read Johnson;1970-01-01;[[8840, Screenplay], [34086, Writer]]
1016;Craig Rosenberg;1970-01-01;[[10589, Screenplay]]
1017;Paul Zbyszewski;1970-01-01;[[10589, Screenplay]]
1018;Roy Thomas;1970-01-01;[[9610, Screenplay], [71676, Writer]]
1019;Seth Hoffman;1970-01-01;[[71676, Screenplay]]
1020;Scott M. Gimple;1970-01-01;[[71676, Screenplay]]
1021;Shawn Slovo;1970-01-01;[[1722, Screenplay], [1123, Screenplay]]
1022;David Klass;1970-01-01;[[9437, Screenplay], [11358, Screenplay]]
1023;Will McRobb;1970-01-01;[[6477, Screenplay], [15489, Writer]]
1024;Chris Viscardi;1970-01-01;[[6477, Screenplay], [15489, Writer]]
1025;Carl Binder;1970-01-01;[[10530, Screenplay]]
1026;Mario Puzo;1920-10-15;[[1924, Screenplay], [1924, Screenplay], [8536, Screenplay], [8536, Screenplay], [238, Screenplay], [240, Screenplay], [242, Screenplay]]
1027;Tom Mankiewicz;1970-01-01;[[681, Screenplay], [526, Screenplay], [253, Screenplay], [1924, Writer], [682, Screenplay]]
1028;David Newman;1970-01-01;[[24264, Screenplay], [1924, Screenplay], [8536, Screenplay], [9531, Screenplay]]
1029;Robert Benton;1970-01-01;[[1924, Screenplay]]
1030;Leslie Newman;1970-01-01;[[1924, Screenplay], [8536, Screenplay], [9531, Screenplay]]
1031;Tom Shadyac;1958-12-11;[[3049, Screenplay], [9327, Screenplay]]
1032;Kevin Bisch;1970-01-01;[[8488, Screenplay]]
1033;Adam Herz;1972-09-10;[[2105, Screenplay], [2770, Screenplay], [71552, Screenplay], [8273, Screenplay]]
1034;Michael Schiffer;1970-01-01;[[8963, Screenplay], [8963, Screenplay], [9093, Screenplay], [6623, Screenplay]]
1035;Richard P. Henrick;1970-01-01;[[8963, Screenplay]]
1036;Peter A. Dowling;1970-01-01;[[9315, Screenplay]]
1037;Wim Wenders;1970-01-01;[[795, Screenplay]]
1038;Richard Reitinger;1970-01-01;[[795, Screenplay]]
1039;Dana Stevens;1970-01-01;[[795, Screenplay], [10390, Screenplay], [16643, Screenplay], [112949, Screenplay]]
1040;Randy Feldman;1970-01-01;[[10413, Screenplay], [9618, Screenplay]]
1041;Martin Donovan;1957-08-19;[[9374, Writer]]
1042;Sean Anders;1970-01-01;[[100042, Writer], [227159, Screenplay], [227159, Screenplay], [23048, Screenplay], [58224, Screenplay], [13523, Screenplay], [34016, Screenplay], [138832, Screenplay]]
1043;John Morris;1964-04-01;[[100042, Writer], [227159, Screenplay], [227159, Screenplay], [23048, Screenplay], [58224, Screenplay], [13523, Screenplay], [34016, Screenplay], [138832, Screenplay]]
1044;John J. Strauss;1970-01-01;[[175574, Screenplay], [24940, Writer], [18736, Writer], [544, Screenplay]]
1045;Jimmy Hayward;1970-01-01;[[175574, Screenplay]]
1046;Scott Mosier;1971-03-05;[[175574, Screenplay]]
1047;David I. Stern;1970-01-01;[[175574, Writer], [292481, Screenplay]]
1048;David Giler;1970-01-01;[[8077, Screenplay], [15070, Writer]]
1049;Walter Hill;1942-01-10;[[8077, Screenplay]]
1050;Alan Parker;1944-02-14;[[8818, Screenplay]]
1051;Tim Rice;1944-11-10;[[8818, Screenplay]]
1052;J.D. Zeik;1970-01-01;[[8195, Screenplay], [8195, Screenplay]]
1053;Paul King;1970-01-01;[[116149, Screenplay]]
1054;Michael Bond;1970-01-01;[[116149, Screenplay]]
1055;Art Monterastelli;1970-01-01;[[10632, Screenplay]]
1056;Gerald Di Pego;1970-01-01;[[5852, Writer], [12117, Screenplay], [10207, Screenplay], [9294, Screenplay]]
1057;Gideon Defoe;1970-01-01;[[72197, Writer]]
1058;J. F. Lawton;1970-01-01;[[12123, Screenplay]]
1059;Arne Schmidt;1970-01-01;[[12123, Writer]]
1060;Rick Seaman;1970-01-01;[[12123, Writer]]
1061;Michael Bortman;1970-01-01;[[12123, Screenplay], [13074, Screenplay]]
1062;Phoef Sutton;1970-01-01;[[40001, Screenplay], [9566, Screenplay]]
1063;Joel Schumacher;1939-08-29;[[31582, Screenplay], [9833, Screenplay], [24961, Screenplay]]
1064;Andrew Lloyd Webber;1948-03-22;[[9833, Screenplay]]
1065;Michael Hirst;1970-01-01;[[4518, Screenplay], [4517, Screenplay]]
1066;Ronald F. Maxwell;1970-01-01;[[10655, Screenplay], [16072, Screenplay]]
1067;Jonathan Brett;1970-01-01;[[34314, Writer]]
1068;Chris Matheson;1970-01-01;[[1649, Screenplay], [1648, Screenplay], [19724, Writer]]
1069;James Bobin;1970-01-01;[[145220, Screenplay]]
1070;Peter Hewitt;1970-01-01;[[14623, Screenplay]]
1071;Steve Antin;1970-01-01;[[42297, Writer], [24621, Writer]]
1072;Jean-Pierre Jeunet;1970-01-01;[[2841, Screenplay], [27936, Writer], [157841, Writer]]
1073;Guillaume Laurant;1970-01-01;[[2841, Screenplay], [27936, Writer], [157841, Screenplay]]
1074;James B. Harris;1970-01-01;[[802, Screenplay]]
1075;Howard Swindle;1970-01-01;[[10375, Screenplay]]
1076;Grant Nieporte;1970-01-01;[[11321, Screenplay]]
1077;Alessandro Camon;1970-01-01;[[70074, Screenplay], [28089, Writer]]
1078;Francis Ford Coppola;1939-04-07;[[28, Screenplay], [9686, Writer], [11202, Screenplay], [592, Screenplay], [2148, Screenplay], [238, Screenplay], [240, Screenplay], [242, Screenplay], [11975, Screenplay], [78381, Screenplay], [78381, Screenplay]]
1079;Michael LeSieur;1970-01-01;[[1819, Screenplay]]
1080;Martin Brest;1970-01-01;[[8046, Screenplay]]
1081;Susan Gauthier;1970-01-01;[[9444, Screenplay]]
1082;Bruce Graham;1970-01-01;[[9444, Screenplay]]
1083;Mark Mallouk;1970-01-01;[[261023, Screenplay]]
1084;Robert Rodriguez;1968-06-20;[[8068, Screenplay], [5, Writer], [285923, Writer], [23631, Screenplay], [106747, Screenplay], [1428, Screenplay], [25132, Writer], [10054, Writer], [9488, Screenplay], [12279, Screenplay], [56288, Writer], [14199, Writer]]
1085;Eli Roth;1972-04-18;[[285923, Writer], [1690, Writer], [1691, Writer], [171424, Screenplay], [97430, Writer]]
1086;Rob Zombie;1965-01-12;[[285923, Writer], [24150, Writer], [2662, Screenplay], [1696, Screenplay], [104755, Writer]]
1087;Jason Eisener;1970-01-01;[[285923, Writer]]
1088;Rob Cotterill;1970-01-01;[[285923, Writer]]
1089;John Davies;1970-01-01;[[285923, Writer], [49010, Writer]]
1090;Jeff Rendell;1970-01-01;[[285923, Writer]]
1091;Akosua Busia;1970-01-01;[[39437, Writer]]
1092;Toni Morrison;1931-02-18;[[39437, Writer]]
1093;Curtis Hanson;1945-03-24;[[2118, Screenplay], [1950, Screenplay]]
1094;Mark Boal;1970-01-01;[[6973, Screenplay], [12162, Screenplay], [97630, Writer]]
1095;Jeremy Garelick;1970-01-01;[[9767, Screenplay], [9767, Screenplay]]
1096;Jay Lavender;1970-01-01;[[9767, Screenplay], [9767, Screenplay]]
1097;Catherine Johnson;1970-01-01;[[11631, Screenplay]]
1098;Katherine Fugate;1965-07-14;[[62838, Writer], [11137, Screenplay], [11137, Screenplay], [32856, Screenplay]]
1099;Abby Kohn;1970-01-01;[[10184, Writer], [259694, Screenplay], [32856, Writer]]
1100;Marc Silverstein;1970-01-01;[[10184, Writer], [259694, Screenplay], [72570, Writer], [32856, Writer]]
1101;Jonathan L. Davis;1970-01-01;[[6519, Screenplay]]
1102;Terrence Malick;1943-11-30;[[16642, Writer], [11400, Screenplay], [8741, Screenplay], [8967, Writer]]
1103;Jon Lucas;1970-01-01;[[107811, Screenplay], [376659, Writer], [49520, Screenplay], [18785, Screenplay]]
1104;Scott Moore;1970-01-01;[[376659, Writer], [49520, Screenplay], [18785, Screenplay]]
1105;Martin Scorsese;1942-11-17;[[524, Screenplay], [769, Screenplay], [203, Screenplay], [10436, Screenplay]]
1106;Nicholas Pileggi;1970-01-01;[[524, Screenplay], [769, Screenplay]]
1107;Adi Hasak;1970-01-01;[[192102, Screenplay], [26389, Screenplay], [38153, Writer]]
1108;Ethan Reiff;1970-01-01;[[11817, Screenplay], [9059, Writer]]
1109;Cyrus Voris;1970-01-01;[[11817, Screenplay], [9059, Writer]]
1110;Mike Cerrone;1970-01-01;[[100042, Writer], [2123, Screenplay], [76489, Screenplay]]
1111;Philip K. Dick;1928-12-16;[[4965, Screenplay], [38050, Writer]]
1112;Pen Densham;1970-01-01;[[8367, Screenplay]]
1113;John Watson;1970-01-01;[[8367, Screenplay]]
1114;Mark Andrus;1970-01-01;[[253235, Screenplay], [2898, Screenplay], [2898, Screenplay], [11457, Screenplay]]
1115;Burr Steers;1970-01-01;[[9919, Screenplay], [58431, Screenplay]]
1116;Jonah Hill;1983-12-20;[[64688, Screenplay], [187017, Screenplay], [223702, Screenplay]]
1117;Rodney Rothman;1970-01-01;[[187017, Screenplay], [64807, Screenplay]]
1118;Oren Uziel;1970-01-01;[[187017, Screenplay]]
1119;Anne Rice;1941-10-04;[[628, Screenplay]]
1120;Jarrad Paul;1970-01-01;[[10201, Screenplay]]
1121;Andrew Mogel;1970-01-01;[[10201, Screenplay]]
1122;Rawson Marshall Thurber;1975-02-09;[[302699, Screenplay]]
1123;Ike Barinholtz;1977-02-18;[[302699, Screenplay], [302699, Screenplay]]
1124;David Stassen;1970-01-01;[[302699, Screenplay], [302699, Screenplay]]
1125;Gigi Levangie Grazer;1970-01-01;[[9441, Screenplay]]
1126;Brian Burns;1970-01-01;[[274167, Screenplay], [274167, Screenplay]]
1127;James Lapine;1970-01-01;[[224141, Screenplay]]
1128;Terry Hayes;1970-01-01;[[768, Screenplay], [8810, Screenplay], [9355, Screenplay], [2112, Screenplay]]
1129;John Patrick Shanley;1970-01-01;[[7305, Screenplay], [10329, Screenplay], [14359, Screenplay]]
1130;Ryne Douglas Pearson;1970-01-01;[[13811, Screenplay], [13811, Screenplay]]
1131;Juliet Snowden;1970-01-01;[[8968, Screenplay], [13811, Screenplay], [242512, Screenplay], [77883, Writer]]
1132;Stiles White;1970-01-01;[[8968, Screenplay], [13811, Screenplay], [242512, Screenplay]]
1133;Chris Columbus;1958-09-10;[[13673, Screenplay], [927, Screenplay], [928, Screenplay], [11904, Screenplay]]
1134;Stan Chervin;1970-01-01;[[60308, Screenplay]]
1135;Laurence Dworet;1970-01-01;[[6950, Screenplay]]
1136;John W. Richardson;1970-01-01;[[225574, Screenplay], [225574, Screenplay]]
1137;Christopher Roach;1970-01-01;[[225574, Screenplay], [225574, Screenplay]]
1138;Ryan Engle;1970-01-01;[[225574, Screenplay]]
1139;Mark Perez;1970-01-01;[[11451, Screenplay], [18357, Writer]]
1140;Patrick Smith Kelly;1970-01-01;[[12103, Screenplay]]
1141;Tommy Wirkola;1970-01-01;[[14451, Screenplay], [60304, Screenplay]]
1142;Dante Harper;1970-01-01;[[60304, Screenplay]]
1143;Marti Noxon;1970-01-01;[[58151, Screenplay], [46529, Screenplay]]
1144;Chuck Hogan;1970-01-01;[[300671, Screenplay]]
1145;Jorge R. Gutierrez;1970-01-01;[[228326, Writer]]
1146;Danielle Alexandra;1970-01-01;[[4421, Screenplay]]
1147;Vince McKewin;1970-01-01;[[10393, Screenplay]]
1148;James DeMonaco;1970-01-01;[[8978, Screenplay], [9631, Screenplay], [158015, Writer], [238636, Writer], [316727, Writer]]
1149;Kevin Fox;1970-01-01;[[9631, Screenplay]]
1150;John Swetnam;1970-01-01;[[216282, Writer]]
1151;Danilo Bach;1970-01-01;[[24913, Writer], [90, Screenplay], [306, Screenplay]]
1152;Daniel Petrie, Jr.;1970-01-01;[[90, Screenplay], [306, Screenplay]]
1153;Nick Schenk;1970-01-01;[[13223, Screenplay], [13223, Screenplay], [205587, Screenplay], [205587, Screenplay]]
1154;Bill Dubuque;1970-01-01;[[205587, Screenplay]]
1155;Helen Fielding;1970-01-01;[[634, Screenplay], [9801, Screenplay]]
1156;David Collard;1970-01-01;[[2116, Screenplay]]
1157;Ed Horowitz;1970-01-01;[[10877, Screenplay], [9624, Screenplay]]
1158;Robin U. Russin;1970-01-01;[[9624, Screenplay]]
1159;Marcel Rodriguez;1970-01-01;[[106747, Screenplay], [14199, Writer]]
