ID;Name;Birthday;Films
405;Albert Magnoli;1970-01-01;[9618]
406;Tom Dey;1970-01-01;[6877, 38579, 8584]
407;Jimmy Hayward;1970-01-01;[175574, 20533]
408;Alan Parker;1944-02-14;[10397, 8818, 11615]
409;John Frankenheimer;1970-01-01;[31915, 2155, 8195, 3482]
410;Paul King;1970-01-01;[116149]
411;Akiva Schaffer;1977-12-01;[10074, 80035]
412;William Friedkin;1935-08-29;[11863, 73567, 38985, 9552, 1051, 10632]
413;Kent Alterman;1970-01-01;[13260]
414;Jeff Newitt;1970-01-01;[72197]
415;Shekhar Kapur;1945-12-06;[4518, 4517, 9093]
416;Karyn Kusama;1970-01-01;[8202, 19994]
417;Ronald F. Maxwell;1970-01-01;[10655, 16072]
418;Robert Butler;1970-01-01;[34314]
419;Karey Kirkpatrick;1970-01-01;[19724]
420;Steve Antin;1970-01-01;[42297]
421;Jim Gillespie;1970-01-01;[10375, 3597]
422;Walter Hill;1942-01-10;[70074, 14729, 15070]
423;Francis Ford Coppola;1939-04-07;[28, 6114, 10013, 592, 2148, 238, 240, 242, 227, 11975, 78381]
424;Richard Lester;1970-01-01;[17768, 704, 10786, 8536, 9531]
425;Scott Cooper;1970-01-01;[261023, 25196, 164457]
426;Jason Eisener;1970-01-01;[285923, 49010]
427;Curtis Hanson;1945-03-24;[65, 2118, 33676, 1950, 8987, 11004]
428;Phyllida Lloyd;1970-01-01;[11631, 71688]
429;Jay Chandrasekhar;1968-04-09;[9988, 11217, 39939, 6519]
430;Terrence Malick;1943-11-30;[16642, 11400, 8741, 8967]
431;David Dobkin;1970-01-01;[26618, 6038, 49520, 205587]
432;Milo Forman;1932-02-18;[279, 1850, 510]
433;Pierre Morel;1970-01-01;[10045, 26389, 8681, 266396]
434;Paul Hunter;1970-01-01;[11817]
435;Steve Oedekerk;1961-11-27;[9273, 9907, 11676]
436;John Whitesell;1970-01-01;[11565, 38322, 9969, 13411, 39180]
437;Vicky Jenson;1970-01-01;[25704, 808]
438;George Nolfi;1970-01-01;[38050]
439;Neil Jordan;1950-02-25;[28902, 628, 1770, 38448, 11386, 20024, 6016, 5971]
440;Rawson Marshall Thurber;1975-02-09;[302699, 9472, 138832]
441;Spike Lee;1957-03-20;[1429, 24664, 34152, 278316, 925, 49471, 61752, 9469, 388, 1883, 12412, 41823, 36739, 27995, 10279, 23618]
442;Brian Helgeland;1970-01-01;[109410, 9476, 276907, 2112, 9616]
443;Frank Marshall;1946-09-13;[7305, 6488, 10329, 9036]
444;Hideo Nakata;1970-01-01;[10320]
445;Peter Hewitt;1970-01-01;[1649, 8920, 9449, 14113]
446;Joe Roth;1948-07-13;[11467, 13673]
447;Bennett Miller;1966-12-30;[398, 60308]
448;Jaume Collet-Serra;1970-01-01;[10066, 225574, 21208, 241554, 332567, 48138]
449;Andy Fickman;1970-01-01;[88042, 256961, 13836, 9655, 13680, 38303]
450;Matthew O'Callaghan;1970-01-01;[9975]
451;Angela Robinson;1971-02-14;[540, 11451]
452;Gary Fleder;1970-01-01;[12103, 204082, 4965, 9437, 14325, 400]
453;Tommy Wirkola;1970-01-01;[14451, 60304]
454;Adrian Lyne;1941-03-04;[10998, 535, 10068, 2251]
455;Stephen Gaghan;1965-05-06;[15992, 231]
456;Jorge R. Gutierrez;1970-01-01;[228326]
457;Richard Loncraine;1970-01-01;[9754, 31174, 11823]
458;Christophe Gans;1970-01-01;[588]
459;Howard Deutch;1950-09-14;[13596, 10393, 2122]
460;Hayden Schlossberg;1970-01-01;[71552, 13335]
461;Steven Quale;1970-01-01;[55779, 216282]
462;John Landis;1950-08-03;[8469, 306, 525, 11598, 1621]
463;Alexander Witt;1970-01-01;[1577]
464;Beeban Kidron;1970-01-01;[9801]
465;Carl Franklin;1970-01-01;[11560, 53113, 2116]
466;Steven Seagal;1952-04-10;[9624]
467;Robert Rodriguez;1968-06-20;[8068, 9367, 755, 106747, 1428, 25132, 10054, 9488, 12279, 56288, 14199, 9276]
468;Danny Boyle;1956-10-20;[44115, 170, 12405, 321697, 1272, 1907, 627, 68727]
469;Andrew Bergman;1970-01-01;[75531, 9879]
470;Barbet Schroeder;1970-01-01;[6071, 11892]
471;Peter Webber;1970-01-01;[3635, 1248]
472;Andrew Niccol;1960-01-01;[782, 253626, 49530, 1830, 72710]
473;John Carpenter;1948-01-16;[6978, 10061, 1103, 10016, 948, 2687, 790, 1091, 8337, 9945]
474;Wes Anderson;1969-05-01;[13685, 10315, 83666, 11545, 120467, 421, 9428]
475;David Cronenberg;1943-03-15;[48231, 59, 2252, 9613, 11336, 837, 1946]
476;John Stockwell;1970-01-01;[9266, 10691, 11968, 308529]
477;David Gordon Green;1970-01-01;[13132, 18292, 157847, 10317, 10189, 14054, 57431, 38319]
478;Jim Sheridan;1970-01-01;[7445, 69668, 10060]
479;Costa-Gavras;1970-01-01;[9045, 9770]
480;Patrick Read Johnson;1970-01-01;[11212, 34086]
481;Richard LaGravenese;1970-01-01;[109491, 1646, 46889, 6023, 206296]
482;Danny DeVito;1944-11-17;[9275, 7288, 10410]
483;George Armitage;1970-01-01;[9434, 12634]
484;Patrick Lussier;1970-01-01;[10577, 47327, 14435, 7006]
485;James Wong;1970-01-01;[14164, 9532, 9286, 10796]
486;Richard Curtis;1956-11-08;[122906, 508, 18947]
487;Chuck Bowman;1970-01-01;[53953]
488;Olivier Megaton;1970-01-01;[62835, 82675, 260346]
489;Deepa Mehta;1970-01-01;[7504, 7509]
490;Warren Beatty;1937-03-30;[9452, 8592, 18254]
491;Penny Marshall;1943-10-15;[11287, 2280, 11858, 11091]
492;Ted Kotcheff;1970-01-01;[1368]
493;Andrei Tarkovsky;1970-01-01;[593]
494;Greg Tiernan;1970-01-01;[5393, 223702]
495;Stephen Frears;1941-06-20;[22215, 859, 3472, 315664, 243, 9095, 10773, 11240, 205220, 1165]
496;P.J. Hogan;1970-01-01;[8874]
497;Brad Furman;1970-01-01;[146238, 325789, 50348]
498;Terence Young;1970-01-01;[646, 657, 113464, 660]
499;David Zucker;1947-10-16;[813, 13948, 2830, 4256, 4257, 37137]
500;Denis Villeneuve;1967-10-03;[46738, 146233, 273481]
501;Thomas Carter;1970-01-01;[7214, 9816, 232679]
502;Roger Michell;1970-01-01;[1537, 38357, 509]
503;Luis Llosa;1970-01-01;[9360, 2636]
504;Melville Shavelson;1970-01-01;[27983]
505;Garth Jennings;1970-01-01;[7453]
506;Joel Zwick;1970-01-01;[15045, 8346]
507;Russell Mulcahy;1953-06-23;[8009, 7737, 24206, 8850]
508;David R. Ellis;1970-01-01;[9759, 9358, 65055, 326, 19912]
509;Peter Howitt;1970-01-01;[9989, 9486, 11141, 10215]
510;John A. Davis;1970-01-01;[12589, 9906]
511;David Lynch;1946-01-20;[841, 985, 1018, 1955, 404]
512;Julie Taymor;1952-12-15;[4688, 1360, 44638]
513;Mathieu Kassovitz;1970-01-01;[9381, 4970]
514;John Gray;1970-01-01;[9625]
515;John Schultz;1970-01-01;[20856, 14429, 21972]
516;Sean Penn;1960-08-17;[5915, 5955]
517;Susan Stroman;1970-01-01;[9899]
518;Simon Wincer;1970-01-01;[9290, 2453, 9588, 9826]
519;Billy Bob Thornton;1955-08-04;[21355, 12498]
520;Oxide Pang Chun;1970-01-01;[13184, 244339]
521;George P. Cosmatos;1970-01-01;[1369, 38153, 11969]
522;Oliver Parker;1970-01-01;[24137, 58233, 10748, 9026]
523;Lawrence Kasanoff;1970-01-01;[116977]
524;Ben Affleck;1972-08-15;[68734, 23168]
525;Brian Gibson;1970-01-01;[9623, 15765]
526;Hamilton Luske;1970-01-01;[10895]
527;Michael Cimino;1939-02-03;[10935, 11778]
528;Paul McGuigan;1970-01-01;[186, 228066, 11208]
529;Gus Van Sant;1952-07-24;[711, 1956, 489, 10139, 468, 133694, 577]
530;Roger Kumble;1970-01-01;[796, 35169, 11812]
531;Burr Steers;1970-01-01;[16996, 37950, 9685, 58431]
532;Peter Lord;1970-01-01;[7443]
533;John Hamburg;1970-01-01;[5966, 16538, 16155]
534;Reginald Hudlin;1970-01-01;[11066, 12771, 16888]
535;Joseph L. Mankiewicz;1970-01-01;[8095]
536;Barbra Streisand;1942-04-24;[25189, 10333, 10269]
537;Mark Pellington;1970-01-01;[1073, 2637]
538;John Glen;1921-07-18;[707, 699, 709, 700, 708]
539;Catherine Hardwicke;1970-01-01;[9787, 215881, 49730, 2447, 11023, 8966]
540;John Herzfeld;1970-01-01;[2749, 10425]
541;Rocky Morton;1970-01-01;[9607]
542;Julie Anne Robinson;1970-01-01;[54054, 35690]
543;Evan Goldberg;1970-01-01;[228967, 109414]
544;Sngmoo Lee;1970-01-01;[46528]
545;Jamel Debbouze;1975-06-18;[280391]
546;Gordon Chan;1970-01-01;[10610]
547;Asger Leth;1970-01-01;[49527]
548;John G. Avildsen;1935-12-21;[1366, 1885]
549;Anne Fletcher;1966-05-01;[6557, 268920, 9762, 82687, 18240]
550;Bruce Beresford;1970-01-01;[10398, 403, 33870, 374461]
551;Sam Taylor-Johnson;1970-01-01;[216015, 33511]
552;Ken Kwapis;1970-01-01;[78698, 10184, 2959, 9779]
553;Wes Craven;1939-08-02;[377, 10012, 43931, 11596, 11460, 4232, 4233, 4234, 41446, 12158]
554;Etan Cohen;1970-01-01;[257091]
555;Nick Cassavetes;1959-05-21;[8470, 10024, 11036, 193610]
556;Nicholas Stoller;1970-01-01;[9870, 32823, 195589, 325133, 72207]
557;Mark A.Z. Dipp;1970-01-01;[10336]
558;Callan Brunker;1970-01-01;[68179]
559;Nimrd Antal;1970-01-01;[4597, 193613, 34851]
560;Alejandro Agresti;1970-01-01;[2044]
561;Peter Hedges;1970-01-01;[1550, 71864]
562;Paul Weiland;1970-01-01;[10761]
563;Greg Strause;1970-01-01;[440, 42684]
564;Joan Chen;1970-01-01;[10641]
565;Greg Mottola;1970-01-01;[16614, 39513, 8363]
566;Jake Kasdan;1970-01-01;[52449, 225886, 6575, 16148]
567;Diane Keaton;1946-01-05;[10385]
568;Kelly Makin;1970-01-01;[10154]
569;Stephen Daldry;1970-01-01;[71, 64685, 590, 8055, 206563]
570;Christian Duguay;1970-01-01;[15074, 11398]
571;Richard Stanley;1970-01-01;[9306]
572;Justin Chadwick;1970-01-01;[192136, 12184]
573;Pat O'Connor;1970-01-01;[1921]
574;Frederik Du Chau;1970-01-01;[18937, 6439]
575;Irwin Winkler;1931-05-25;[15556, 15237, 11457, 1642]
576;Joseph Kahn;1970-01-01;[68684, 10718]
577;Sofia Coppola;1971-05-14;[153, 1887, 39210, 1443]
578;Stephen T. Kay;1970-01-01;[8968, 10461, 34941]
579;Juan Antonio Bayona;1970-01-01;[80278, 6537]
580;Elaine May;1932-04-21;[12704]
581;Dennie Gordon;1970-01-01;[10956, 220488, 11025, 10735]
582;Charles Shyer;1970-01-01;[8849]
583;Ulu Grosbard;1970-01-01;[30943]
584;William Malone;1970-01-01;[9544, 11377]
585;Malcolm D. Lee;1970-01-11;[14544, 4258, 14655, 16162, 146304, 12277, 13490]
586;Jerry Jameson;1970-01-01;[331190, 24575]
587;Mic Rodgers;1970-01-01;[10366]
588;Christian Alvart;1970-01-01;[28355, 19898]
589;Jean-Marie Poir;1970-01-01;[56715, 11687, 10353]
590;Jason Maurer;1970-01-01;[20542]
591;Geoffrey Sax;1970-01-01;[9978, 11804]
592;Richard Shepard;1970-01-01;[192134, 5353, 9515]
593;Raymond Yip Wai-Man;1970-01-01;[14392]
594;Ivan Passer;1970-01-01;[19495]
595;Bong Joon-ho;1969-09-14;[110415, 1255]
596;Jeff Nathanson;1970-01-01;[26486]
597;S.S. Rajamouli;1970-01-01;[256040]
598;Charles S. Dutton;1951-01-30;[8842]
599;Jonathan Lynn;1970-01-01;[10377, 9099, 2069, 44147]
600;David Carson;1970-01-01;[193]
601;Wong Kar-wai;1958-07-17;[844, 1989, 44865]
602;Yuefeng Song;1970-01-01;[257932]
603;Norman Jewison;1970-01-01;[3587, 28932, 14811, 10400, 41488]
604;David Mirkin;1970-01-01;[10833]
605;Luis Mandoki;1970-01-01;[5852, 10207]
606;Lee Daniels;1959-12-24;[25793, 132363]
607;Jeb Stuart;1970-01-01;[41894, 10871]
608;Steve Miner;1970-01-01;[9725, 9728, 9825, 13503]
609;Paul Thomas Anderson;1970-06-26;[4995, 171274, 334, 8051, 68722, 7345]
610;David Leland;1970-01-01;[17044, 14324]
611;J Blakeson;1970-01-01;[299687]
612;Ryan Coogler;1986-05-23;[312221, 157354]
613;Kirk Jones;1973-11-03;[26171, 302688, 11283, 10162, 76494]
614;Ethan Coen;1957-09-21;[12573, 4944, 270487, 86829, 6977, 5516, 44264]
615;Mark Levin;1957-09-21;[10488]
616;Kevin Smith;1970-08-02;[2255, 2292, 2295, 23742, 1832, 2294, 9541, 2293, 48572, 246403, 290825, 10358]
617;Christian Ditter;1970-01-01;[259694]
618;Charles Martin Smith;1953-10-30;[20737, 62837, 227735]
619;Fyodor Bondarchuk;1970-01-01;[16911]
620;Irvin Kershner;1970-01-01;[36670, 1891]
621;Steve Pink;1970-01-01;[222899, 23048, 243938]
622;Scott Hicks;1970-01-01;[11313, 3638, 7863, 10219, 77877]
623;Chris Rock;1965-02-07;[9776, 14434, 284296]
624;Wilson Yip;1970-01-01;[365222]
625;Robert Wise;1970-01-01;[152, 10514, 15121]
626;Kevin Rodney Sullivan;1970-01-01;[21301, 11638, 33644]
627;Kevin Munroe;1970-01-01;[43935, 1273]
628;Mike Tollin;1955-10-06;[13920, 26602]
629;Patrick Tatopoulos;1970-01-01;[12437]
630;Gary David Goldberg;1944-06-25;[11648]
631;Tobe Hooper;1943-01-25;[31909, 11954, 609, 30497, 16337]
632;Alan Poul;1970-01-01;[34806]
633;Luke Greenfield;1970-01-01;[193893, 49022, 11090, 10591]
634;Gil Junger;1970-01-01;[4951, 11469]
635;Michael Ritchie;1970-01-01;[17834, 23479, 10136]
636;Steven E. de Souza;1970-01-01;[11667]
637;Alexandre Aja;1970-01-01;[10226, 13515, 43593, 9792]
638;Michael Rymer;1970-01-01;[22314, 11979]
639;Hugh Wilson;1970-01-01;[11622, 17709, 9336, 2925]
640;Mike Hodges;1970-01-01;[3604]
641;Scott Mann;1970-01-01;[336004]
642;Susanna White;1970-01-01;[35019, 205588]
643;Chris Carter;1957-10-13;[8836]
644;Tommy O'Haver;1970-01-01;[14442, 10050]
645;Peter Landesman;1970-01-01;[321741]
646;Gary Chapman;1957-08-19;[14175]
647;Craig Mazin;1970-01-01;[11918, 29015]
648;Kimble Rendall;1970-01-01;[118957]
649;Peter Yates;1970-01-01;[849]
650;Lasse Hallstrm;1970-01-01;[1947, 392, 22971, 28178, 112949, 9903, 228194, 6440, 1587]
651;Jean-Marc Valle;1963-03-09;[152532, 18320, 228970]
652;Tsui Hark;1970-01-01;[37498]
653;Lexi Alexander;1970-01-01;[13056]
654;Ronny Yu;1970-01-01;[11932, 6466, 1613, 49478]
655;Bille August;1970-01-01;[1874, 9311]
656;Moustapha Akkad;1930-07-01;[26843]
657;Jean-Paul Rappeneau;1970-01-01;[14652, 11876]
658;Espen Sandberg;1970-01-01;[1969]
659;Tony Kaye;1952-07-08;[73, 310706, 44260]
660;Ken Scott;1970-01-01;[146239, 239573]
661;Hugh Johnson;1970-01-01;[2162]
662;Hayao Miyazaki;1941-01-05;[4935, 12429, 128, 129]
663;George Tillman, Jr.;1970-01-01;[41283, 11978, 29461, 228205]
664;Rand Ravich;1970-01-01;[2900]
665;Hugh Hudson;1970-01-01;[9443, 21311]
666;Jeremy Degruson;1970-01-01;[202575]
667;Chris Gorak;1970-01-01;[71469]
668;Scott Speer;1970-01-01;[85446]
669;Joe Charbanic;1970-01-01;[10685]
670;Jonathan Hensleigh;1970-01-01;[7220]
671;Danny Cannon;1970-01-01;[9763, 3600]
672;Boaz Yakin;1970-01-01;[272878, 10637, 72387]
673;Richard Marquand;1970-01-01;[1892]
674;Neil Marshall;1970-01-01;[23759, 13460, 9392]
675;David Wain;1969-08-01;[15373, 13173, 180296, 50647]
676;Jared Hess;1970-01-01;[22820, 9353, 8193]
677;Rupert Wainwright;1961-11-30;[10307]
678;John Luessenhop;1970-01-01;[22907, 76617]
679;Justin Zackham;1970-01-01;[87567]
680;John Gatins;1970-01-01;[12920]
681;Miguel Sapochnik;1970-01-01;[31867]
682;Shim Hyung-Rae;1970-01-01;[10253, 70829]
683;Don Scardino;1970-01-01;[124459]
684;Tim Robbins;1958-10-16;[32274, 687]
685;Tom Reeve;1970-01-01;[5494]
686;Nanette Burstein;1970-01-01;[38073]
687;Ariel Vromen;1970-01-01;[302156, 68812]
688;Lewis Gilbert;1970-01-01;[698, 691, 667]
689;Jonathan M. Goldstein;1970-01-01;[296099]
690;J.B. Rogers;1970-01-01;[2770, 20309]
691;Michael Sucsy;1970-01-01;[72570]
692;Tom Vaughan;1970-01-01;[27569, 9029]
693;Stephen Hillenburg;1961-08-21;[11836]
694;Stig Bergqvist;1970-01-01;[16340]
695;Jason Reitman;1977-10-19;[7326, 130150, 9388, 22947, 57157]
696;Alexander Payne;1961-02-10;[2755, 9451, 129670, 9675, 65057]
697;Jonathan Levine;1970-01-01;[40807, 9022, 13990, 82654]
698;Rian Johnson;1947-10-05;[59967, 21755]
699;Chris Noonan;1970-01-01;[9598, 13967]
700;Michael McCullers;1970-01-01;[8780]
701;Forest Whitaker;1961-07-15;[9715]
702;Woody Allen;1935-12-01;[703, 10739, 11302, 160588, 11382, 9466, 2639, 9716, 11624, 9689, 116, 59436, 9686, 30890, 512, 11561, 10569, 2779, 81836, 5038, 19265, 38031]
703;Peter Lepeniotis;1970-01-01;[227783]
704;Ted Demme;1970-01-01;[4133]
705;William Shatner;1931-03-22;[172]
706;Steve Box;1970-01-01;[533]
707;Mike Johnson;1970-01-01;[3933]
708;James Gartner;1970-01-01;[9918]
709;Lee Toland Krieger;1970-01-01;[84184, 293863]
710;Tim McCanlies;1970-01-01;[78373, 13156]
711;Drew Goddard;1970-01-01;[22970]
712;Aaron Seltzer;1974-01-12;[10073, 13805, 9760, 7278, 40264]
713;Paul Michael Glaser;1943-03-25;[865]
714;John R. Leonetti;1970-01-01;[250546, 9823]
715;Tom Hanks;1956-07-09;[59861, 9591]
716;Kimberly Peirce;1970-01-01;[226, 133805, 8988]
717;Liz Friedlander;1970-01-01;[12763]
718;Phil Joanou;1970-01-01;[9766, 257087]
719;Shane Acker;1970-01-01;[12244]
720;Martha Coolidge;1970-01-01;[11137]
721;Troy Miller;1970-01-01;[10152]
722;Tate Taylor;1970-01-01;[239566, 50014]
723;Brett Leonard;1970-01-01;[10163, 9271]
724;Alister Grierson;1970-01-01;[48340]
725;Nick Hurran;1970-01-01;[14846]
726;Charles Stone III;1970-01-01;[13497, 16232]
727;Paul Haggis;1953-03-10;[1640, 6973, 43539]
728;Kurt Wimmer;1970-01-01;[7299, 9920]
729;Jean-Franois Richet;1970-01-01;[8978]
730;Kevin Hooks;1958-09-19;[18550]
731;Ellory Elkayem;1970-01-01;[8869]
732;Niki Caro;1970-01-01;[228203, 9701, 1088]
733;Vincenzo Natali;1970-01-01;[431, 10133, 10981, 37707]
734;Willard Huyck;1970-01-01;[10658]
735;Gavin O'Connor;1970-01-01;[174751, 14292, 13150, 55123, 59440]
736;Bruce Hunt;1970-01-01;[9042]
737;Christopher Roberts;1970-01-01;[10350]
738;Kim Jee-woon;1964-07-06;[15067, 76640]
739;Nick Hamm;1970-01-01;[11058]
740;Andy Cadiff;1970-01-01;[14844]
741;Mike Disa;1970-01-01;[57089]
742;Richard J. Lewis;1970-01-01;[46829]
743;Sergio Leone;1929-01-03;[391, 311, 335, 429]
744;Niels Arden Oplev;1970-01-01;[102362]
745;Michael Radford;1970-01-01;[268171, 11162]
746;Steve Boyum;1970-01-01;[40688, 17186]
747;Chen Kaige;1970-01-01;[2008]
748;Corey Yuen Kwai;1970-01-01;[9053, 4108]
749;Andrew Dominik;1970-01-01;[64689, 4512]
750;?? | Zhang Li;1970-01-01;[76349]
751;Laurent Tirard;1970-01-01;[31203, 21494]
752;Holger Tappe;1970-01-01;[50135]
753;Frdric Auburtin;1970-01-01;[271331]
754;Olivier Dahan;1970-01-01;[215211]
755;Maksim Fadeev;1970-01-01;[367961]
756;Liliana Cavani;1970-01-01;[10955]
757;Elizabeth Banks;1974-02-10;[254470]
758;Edward Norton;1969-08-18;[4967]
759;Ben Falcone;1973-08-25;[226486, 323676]
760;Richard Attenborough;1923-08-29;[5902, 12506, 783, 10445]
761;Don Mancini;1963-01-25;[11249]
762;John Maybury;1970-01-01;[9667]
763;Igor Kovalyov;1970-01-01;[14444]
764;Shinji Aramaki;1970-01-01;[192577]
765;Miguel Arteta;1970-01-01;[218778, 52067, 44490, 9962, 22327]
766;James Gray;1970-01-01;[152599, 19457, 10362, 2001]
767;Janusz Kamiski;1970-01-01;[10383]
768;Jacques Perrin;1970-01-01;[11516]
769;Robert B. Weide;1970-01-01;[13092]
770;Jeff Wadlow;1970-01-01;[10092, 59859, 8456]
771;Agustn Daz Yanes;1970-01-01;[13495]
772;Camille Delamarre;1970-01-01;[254473, 287948]
773;David Lean;1970-01-01;[15927, 907, 947, 826]
774;Richard Eyre;1970-01-01;[11889, 1259]
775;Nicholas Meyer;1970-01-01;[154, 174]
776;Callie Khouri;1957-11-27;[9583, 12085]
777;Sanaa Hamri;1970-01-01;[38093, 10188]
778;Todd Graff;1970-01-01;[23367, 63574]
779;Philip Kaufman;1970-01-01;[10876, 9549]
780;Saul Dibb;1970-01-01;[12783]
781;Walter Murch;1970-01-01;[13155]
782;Richard Linklater;1960-07-30;[3509, 132344, 76, 80, 92591, 85350, 9571, 12404, 1584, 14022, 42807]
783;E. Elias Merhige;1970-01-01;[10873, 8080]
784;Menno Meyjes;1970-01-01;[5126]
785;Jodie Foster;1962-11-19;[9089, 303858, 50780]
786;Scott Frank;1970-01-01;[169917]
787;Kevin Allen;1970-01-01;[17047, 20468]
788;Michael Cristofer;1970-01-01;[2057]
789;Andrew Morahan;1970-01-01;[8011]
790;Bob Rafelson;1970-01-01;[31640, 11027]
791;Michael Cohn;1970-01-01;[9092]
792;Stephen Greene;1970-01-01;[316002]
793;Alan Shapiro;1970-01-01;[36355]
794;Fernando Meirelles;1970-01-01;[8338, 1985]
795;Michael Hoffman;1970-01-01;[239571, 17187, 36811]
796;Oleg Stepchenko;1970-01-01;[208763]
797;Michael Winterbottom;1970-01-01;[8435, 1988, 2577, 44853, 254024, 37414]
798;Michael Pressman;1970-01-01;[1497]
799;Sharon Maguire;1970-01-01;[634]
800;Charles Herman-Wurmfeld;1970-01-01;[15647, 10327, 14014]
801;Gbor Csup;1970-01-01;[1265]
802;Tyler Perry;1969-09-13;[175555, 19995, 44944, 62008, 26367, 15670, 16781, 103370, 35688, 17202]
803;Joe Carnahan;1969-05-09;[11022, 7516, 75174]
804;John Polson;1970-01-01;[11096, 20616]
805;Bernardo Bertolucci;1941-03-16;[8416, 746]
806;Jeff McGrath;1970-01-01;[14317]
807;John Eng;1970-01-01;[20694]
808;Chris Nahon;1970-01-01;[2140]
809;Fred Wolf;1970-01-01;[14220, 12620]
810;Bille Woodruff;1970-01-01;[235271, 14177, 10028, 378200]
811;Victor Salva;1958-03-29;[8922, 11351, 13689]
812;Mark Helfrich;1970-01-01;[10030]
813;Steve Bendelack;1970-01-01;[1268]
814;Dwight H. Little;1970-01-01;[11237, 11357]
815;Guillaume Canet;1973-04-10;[190955, 48034]
816;Kirsten Sheridan;1970-01-01;[5123]
817;Toshio Masuda;1970-01-01;[11165]
818;Bob Spiers;1970-01-01;[6116]
819;Damien Dante Wayans;1980-04-15;[21724]
820;John Wells;1956-05-28;[152737, 295964]
821;Tim Fywell;1970-01-01;[13374]
822;Nigel Cole;1970-01-01;[8976, 46138]
823;Dexter Fletcher;1966-01-31;[319888]
824;Jeremy Leven;1970-01-01;[1909]
825;Sylvain White;1970-01-01;[1931, 34813]
826;Troy Nixey;1970-01-01;[46261]
827;Philip G. Atwell;1970-01-01;[10431]
828;Jeff Schaffer;1970-01-01;[9352]
829;Don Michael Paul;1970-01-01;[10167, 15581]
830;James Bridges;1970-01-01;[17170]
831;Steve Barron;1970-01-01;[18975]
832;Bill Paxton;1955-05-17;[12149, 15487]
833;Richard Kelly;1970-01-01;[141, 4723, 22825]
834;Carter Smith;1970-01-01;[11152]
835;John Schlesinger;1970-01-01;[17182, 3116, 1831]
836;Ringo Lam;1970-01-01;[10861]
837;Bruce McCulloch;1961-05-12;[12770, 13824]
838;Patricia Riggen;1970-01-01;[339984, 293646, 32579]
839;Pascal Chaumeil;1970-01-01;[133698]
840;Jonathan Kaplan;1970-01-01;[17707]
841;Ole Bornedal;1970-01-01;[77883]
842;Richard Benjamin;1970-01-01;[32316, 40001, 12120]
843;Craig R. Baxley;1970-01-01;[10117, 21338]
844;John Hillcoat;1970-01-01;[16608, 20766, 146198]
845;John Guillermin;1970-01-01;[24264]
846;Marcos Siega;1970-01-01;[19803]
847;Rachel Talalay;1970-01-01;[11284, 9067]
848;Jeffrey W. Byrd;1970-01-01;[27360]
849;Atom Egoyan;1970-01-01;[16351, 28211, 20156, 47692, 10217, 9729]
850;Robert Towne;1934-11-23;[22256]
851;Giuseppe Tornatore;1970-01-01;[152742]
852;Werner Herzog;1942-09-05;[9952, 11699]
853;Ben Stassen;1970-01-01;[49953]
854;Macha Make?eff;1970-01-01;[25353]
855;Svyatoslav Ushakov;1970-01-01;[36696]
856;Jonathan English;1970-01-01;[38543]
857;Sergey Bondarchuk;1970-01-01;[33157]
858;Teddy Chan;1970-01-01;[30596, 290864]
859;Mario Van Peebles;1957-01-15;[242166, 74457]
860;Leonard Nimoy;1931-03-26;[157, 168, 12154]
861;Herbert Ross;1970-01-01;[1788]
862;Bonnie Hunt;1961-09-22;[2621]
863;Neil LaBute;1963-03-19;[14585, 13279, 10480]
864;Grant Heslov;1963-05-15;[10313]
865;George Gallo;1970-01-01;[18828, 17995]
866;Sidney Lumet;1970-01-01;[389, 61337, 9950, 10774, 24226, 24961]
867;Douglas McGrath;1970-01-01;[70868, 9672, 29339]
868;Kevin Spacey;1959-07-26;[8744, 6478]
869;Richard Williams;1942-02-16;[26672]
870;Mary McGuckian;1970-01-01;[45881]
871;Tony Goldwyn;1960-05-20;[28029, 12658]
872;Jonathan Newman;1970-01-01;[227707]
873;Michael Dinner;1970-01-01;[19150]
874;Joseph Sargent;1970-01-01;[580]
875;Jerry Zaks;1970-01-01;[9819]
876;Fred Durst;1970-08-20;[13579]
877;Anne Fontaine;1970-01-01;[111190, 11156]
878;Jon Cassar;1970-01-01;[354110]
879;Mira Nair;1970-01-01;[28005, 480, 16727, 63020, 11632]
880;Mel Brooks;1926-06-28;[11072, 12535, 10156, 10970, 957, 3034]
881;Russell Crowe;1964-04-07;[256917]
882;Jessie Nelson;1970-01-01;[10950, 333348]
883;Christopher Spencer;1970-01-01;[235260]
884;Mike Bigelow;1970-01-01;[11453]
885;Daniel Sackheim;1970-01-01;[2176]
886;Harry Elfont;1970-01-01;[15037, 19366]
887;Uli Edel;1970-01-01;[6968, 24100]
888;Fred Dekker;1970-01-01;[5550]
889;Paul J. Lombardi;1970-01-01;[30379]
890;Blake Edwards;1970-01-01;[42586, 11843]
891;Laurence Dunmore;1970-01-01;[7548]
892;Christian Carion;1970-01-01;[11661]
893;David Palmer;1970-01-01;[109513]
894;Rowan Joffe;1970-01-01;[204922, 62728]
895;John Curran;1970-01-01;[44113, 14202]
896;Juan Jos Campanella;1970-01-01;[25376, 153158]
897;Trey Parker;1969-10-19;[8675, 9473, 3989]
898;Stuart Gillard;1970-01-01;[50942, 1499]
899;Katt Shea;1970-01-01;[7341]
900;Joshua Michael Stern;1970-01-01;[10187]
