ID;Title;Genres;Year;Runtime;Description;Cast;Director;Writers;Producers
10771;The Tuxedo;['Thriller', 'Action', 'Comedy', 'Science Fiction'];2002;98;Cabbie-turned-chauffeur Jimmy Tong learns there is really only one rule when you work for playboy millionaire Clark Devlin : Never touch Devlin's prized tuxedo. But when Devlin is temporarily put out of commission in an explosive accident, Jimmy puts on the tux and soon discovers that this extraordinary suit may be more black belt than black tie. Paired with a partner as inexperienced as he is, Jimmy becomes an unwitting secret agent.;[[Daniel Kash, Rogers], [Debi Mazar, Steena], [Jackie Chan, Jimmy Tong], [Jason Isaacs, Clark Devlin], [Jennifer Love Hewitt, Del Blaine], [Jody Racicot, Kells], [Mia Cottet, Cheryl], [Peter Stormare, Dr. Simms], [Ritchie Coster, Dietrich Banning], [Romany Malco, Mitch]];Kevin Donovan;[[Matt Manfredi, Story], [Michael J. Leeson, Screenplay], [Michael J. Wilson, Story], [Phil Hay, Story]];[[Adam Schroeder, Producer], [John H. Williams, Producer]]
3512;Under Siege 2: Dark Territory;['Action', 'Thriller'];1995;100;A passenger train has been hijacked by an electronics expert and turned into an untraceable command center for a weapons satellite. He has planned to blow up Washington DC and only one man can stop him, former Navy SEAL Casey Ryback.;[[Afifi Alaouie, Female Mercenary], [Andy Romano, Admiral Bates], [Eric Bogosian, Travis Dane], [Everett McGill, Penn], [Katherine Heigl, Sarah Ryback], [Morris Chestnut, Bobby Zachs], [Patrick Kilpatrick, 2. Mercenary], [Peter Greene, 1. Mercenary], [Scott Sowers, 3. Mercenary], [Steven Seagal, Casey Ryback]];Geoff Murphy;[[Matt Reeves, Screenplay], [Richard Hatem, Screenplay]];[[Arnon Milchan, Producer], [Steve Perry, Producer]]
137094;Jack Ryan: Shadow Recruit;['Action', 'Drama', 'Thriller'];2014;105;Jack Ryan, as a young covert CIA analyst, uncovers a Russian plot to crash the U.S. economy with a terrorist attack.;[[Alec Utgoff, Aleksandr Borovsky], [Chris Pine, Jack Ryan], [Colm Feore, Rob Behringer], [Elena Velikanova, Katya], [Keira Knightley, Cathy Muller], [Kenneth Branagh, Viktor Cherevin], [Kevin Costner, William Harper], [Lenn Kudrjawizki, Constantin], [Nonso Anozie, Embee], [Peter Andersson, Dimitri Lemkov]];Kenneth Branagh;[[Adam Cozad, Screenplay], [David Koepp, Screenplay]];[[Alexander Dostal, Producer], [Dana Goldberg, Executive Producer], [David Barron, Producer], [David Ready, Producer], [Lorenzo di Bonaventura, Producer], [Mace Neufeld, Producer], [Mark Vahradian, Producer], [Tommy Harper, Executive Producer]]
274479;Joy;['Drama', 'Comedy'];2015;124;A story based on the life of a struggling Long Island single mom who became one of the country's most successful entrepreneurs.;[[Bradley Cooper, Neil Walker], [Dascha Polanco, Jackie], [Diane Ladd, Mimi], [Edgar Ram°rez, Tony Miranne], [Elisabeth Rîhm, Peggy], [Isabella Rossellini, Trudy], [Jennifer Lawrence, Joy Mangano], [Jimmy Jean-Louis, Toussaint], [Robert De Niro, Rudy], [Virginia Madsen, Carrie]];David O. Russell;[[Annie Mumolo, Story], [David O. Russell, Story]];[[Annie Mumolo, Executive Producer], [David O. Russell, Producer], [Ethan Smith, Executive Producer], [George Parra, Executive Producer], [John Davis, Producer], [John Fox, Executive Producer], [Jonathan Gordon, Producer], [Joy Mangano, Executive Producer], [Ken Mok, Producer], [Mary McLaglen, Executive Producer], [Matthew Budman, Executive Producer], [Megan Ellison, Producer]]
267860;London Has Fallen;['Action', 'Unknown', 'Thriller'];2016;99;In London for the Prime Minister's funeral, Mike Banning discovers a plot to assassinate all the attending world leaders.;[["Sean O'Bryan", NSA Deputy Director Ray Monroe], [Aaron Eckhart, President Benjamin Asher], [Angela Bassett, Lynne Jacobs], [Gerard Butler, Mike Banning], [Jackie Earle Haley, Deputy Chief Mason], [Melissa Leo, Secretary of Defense Ruth McMillan], [Morgan Freeman, Vice President Alan Trumbull], [Radha Mitchell, Leah Banning], [Robert Forster, General Edward Clegg], [Shivani Ghai, Amal Mansoor]];Babak Najafi;[[Chad St. John, Screenplay], [Christian Gudegast, Screenplay], [Creighton Rothenberger, Story], [Katrin Benedikt, Story]];[["Matthew O'Toole", Producer], [Alan Siegel, Producer], [Gerard Butler, Producer], [John Thompson, Producer], [Les Weldon, Producer], [Mark Gill, Producer]]
8078;Alien: Resurrection;['Science Fiction', 'Horror', 'Action'];1997;109;Two hundred years after Lt. Ripley died, a group of scientists clone her, hoping to breed the ultimate weapon. But the new Ripley is full of surprises ? as are the new aliens. Ripley must team with a band of smugglers to keep the creatures from reaching Earth.;[[Brad Dourif, Dr. Jonathan Gediman], [Dan Hedaya, General Martin Perez], [Dominique Pinon, Vriess], [Gary Dourdan, Christie], [Leland Orser, Larry Purvis], [Michael Wincott, Frank Elgyn], [Raymond Cruz, Vincent Distephano], [Ron Perlman, Johner], [Sigourney Weaver, Ripley], [Winona Ryder, Annalee Call]];Jean-Pierre Jeunet;[[Joss Whedon, Screenplay]];[[Bill Badalato, Producer], [David Giler, Producer], [Gordon Carroll, Producer], [Sigourney Weaver, Producer], [Walter Hill, Producer]]
7485;Shooter;['Action', 'Drama', 'Mystery', 'Thriller', 'Unknown'];2007;124;A marksman living in exile is coaxed back into action after learning of a plot to kill the president. Ultimately double-crossed and framed for the attempt, he goes on the run to track the real killer and find out who exactly set him up, and why.;[[Danny Glover, Colonel Isaac Johnson], [Elias Koteas, Jack Payne], [Jonathan Walker, Louis Dobbler], [Kate Mara, Sarah Fenn], [Louis Ferreira, Howard Purnell], [Mark Wahlberg, Bob Lee Swagger], [Michael Pe?a, Nick Memphis], [Rade Serbedzija, Michael Sandor], [Rhona Mitra, Alourdes Galindo], [Tate Donovan, Russ Turner]];Antoine Fuqua;[[Jonathan Lemkin, Writer]];[[Lorenzo di Bonaventura, Producer]]
170687;The Boxtrolls;['Unknown', 'Comedy', 'Unknown', 'Fantasy'];2014;97;An orphaned boy raised by underground creatures called Boxtrolls comes up from the sewers and out of his box to save his family and the town from the evil exterminator, Archibald Snatcher.;[[Ben Kingsley, Archibald Snatcher (voice)], [Dee Bradley Baker, Fish / Wheels / Bucket (voice)], [Elle Fanning, Winnie Portley-Rind (voice)], [Isaac Hempstead-Wright, Eggs (voice)], [Jared Harris, Lord Portley-Rind (voice)], [Nick Frost, Mr. Trout (voice)], [Richard Ayoade, Mr. Pickles (voice)], [Simon Pegg, Herbert Trubshaw (voice)], [Toni Collette, Lady Cynthia Portley-Rind (voice)], [Tracy Morgan, Mr. Gristle (voice)]];Graham Annable;[[Adam Pava, Screenplay], [Irena Brignull, Screenplay]];[[David Bleiman Ichioka, Producer], [Travis Knight, Producer]]
6435;Practical Magic;['Drama', 'Fantasy', 'Comedy'];1998;104;Sally and Gillian Owens, born into a magical family, have mostly avoided witchcraft themselves. But when Gillian's vicious boyfriend, Jimmy Angelov, dies unexpectedly, the Owens sisters give themselves a crash course in hard magic. With policeman Gary Hallet growing suspicious, the girls struggle to resurrect Angelov -- and unwittingly inject his corpse with an evil spirit that threatens to end their family line.;[[Aidan Quinn, Gary Hallet], [Alexandra Artrip, Antonia Owens], [Camilla Belle, Sally @ Age 11], [Caprice Benedetti, Maria Owens], [Dianne Wiest, "Tante Bridget 'Jet' Owens"], [Evan Rachel Wood, Kylie Owens], [Goran Visnjic, Jimmy Angelov], [Nicole Kidman, Gillian Owens], [Sandra Bullock, Sally Owens], [Stockard Channing, "Tante Frances 'Fran' Owens"]];Griffin Dunne;[[Adam Brooks, Screenplay], [Akiva Goldsman, Screenplay], [Robin Swicord, Screenplay]];[[Bruce Berman, Executive Producer], [Denise Di Novi, Producer], [Mary McLaglen, Executive Producer]]
137106;The Lego Movie;['Adventure', 'Unknown', 'Comedy', 'Unknown', 'Fantasy'];2014;100;An ordinary Lego mini-figure, mistakenly thought to be the extraordinary MasterBuilder, is recruited to join a quest to stop an evil Lego tyrant from gluing the universe together.;[[Alison Brie, Unikitty (voice)], [Channing Tatum, Superman (voice)], [Charlie Day, Benny (voice)], [Chris Pratt, Emmet Brickowski (voice)], [Elizabeth Banks, Wyldstyle / Lucy (voice)], [Liam Neeson, Bad Cop / Good Cop / Pa Cop (voice)], [Morgan Freeman, Vitruvius (voice)], [Nick Offerman, Metal Beard (voice)], [Will Arnett, Batman / Bruce Wayne (voice)], [Will Ferrell, Lord Business / President Business / The Man Upstairs (voice)]];Christopher Miller;[[Christopher Miller, Screenplay], [Phil Lord, Screenplay]];[[Dan Lin, Producer], [Michael Uslan, Executive Producer], [Roy Lee, Producer]]
10040;Miss Congeniality 2: Armed and Fabulous;['Action', 'Comedy'];2005;115;"After her triumph at the Miss United States pageant, FBI agent Gracie Hart becomes an overnight sensation -- and the new ""face of the FBI."" But it's time to spring into action again when the pageant's winner, Cheryl, and emcee, Stan, are abducted.";[[Abraham Benrubi, Lou Steele], [Eileen Brennan, Carol Fields], [Elisabeth Rîhm, Agent Janet McKaren], [Enrique Murciano, Jeff Foreman], [Ernie Hudson, FBI Asst. Director Harry McDonald], [Nick Offerman, Karl Steele], [Regina King, Sam Fuller], [Sandra Bullock, Gracie Hart], [Treat Williams, FBI Asst. Director Walter Collins], [William Shatner, Stan Fields]];John Pasquin;[[Caryn Lucas, Screenplay], [Katie Ford, Screenplay], [Marc Lawrence, Screenplay]];[[Bruce Berman, Executive Producer], [Marc Lawrence, Producer], [Mary McLaglen, Producer], [Sandra Bullock, Producer]]
6278;Reign of Fire;['Adventure', 'Action', 'Fantasy'];2002;101;In post-apocalyptic England, an American volunteer and a British survivor team up to fight off a brood of fire-breathing dragons seeking to return to global dominance after centuries of rest underground. The Brit -- leading a clan of survivors to hunt down the King of the Dragons -- has much at stake: His mother was killed by a dragon, but his love is still alive.;[[Alexander Siddig, Ajay], [Christian Bale, Quinn Abercromby], [David Kennedy, Eddie Stax], [Gerard Butler, Creedy], [Izabella Scorupco, Alex Jensen], [Matthew McConaughey, Denton Van Zan], [Ned Dennehy, Barlow], [Rory Keenan, Devon], [Scott Moutter, Jared Wilke], [Terence Maynard, Gideon]];Rob Bowman;[[Gregg Shabot, Writer], [Kevin Peterka, Story], [Matt Greenberg, Screenplay]];[[Gary Barber, Producer], [Jonathan Glickman, Executive Producer], [Lili Fini Zanuck, Producer], [Richard D. Zanuck, Producer], [Roger Birnbaum, Producer]]
82682;Gangster Squad;['Unknown', 'Drama', 'Action', 'Thriller'];2013;113;Los Angeles, 1949. Ruthless, Brooklyn-born mob king Mickey Cohen runs the show in this town, reaping the ill-gotten gains from the drugs, the guns, the prostitutes and ? if he has his way ? every wire bet placed west of Chicago. And he does it all with the protection of not only his own paid goons, but also the police and the politicians who are under his control. It?s enough to intimidate even the bravest, street-hardened cop? except, perhaps, for the small, secret crew of LAPD outsiders led by Sgt. John O?Mara and Jerry Wooters who come together to try to tear Cohen?s world apart.;[[Anthony Mackie, Coleman Harris], [Emma Stone, Grace Faraday], [Frank Grillo, Jimmy reagan], [Giovanni Ribisi, Conway Keeler], [Josh Brolin, "John O'Mara"], [Josh Pence, Darryl Gates], [Nick Nolte, Bill Parker], [Robert Patrick, Max Kennard], [Ryan Gosling, Sgt. Jerry Wooters], [Sean Penn, Mickey Cohen]];Ruben Fleischer;[[Will Beall, Writer]];[[Dan Lin, Producer], [Jon Silk, Producer], [Kevin McCormick, Producer], [Michael Tadross, Producer]]
17610;Year One;['Comedy', 'Adventure'];2009;97;When a couple of lazy hunter-gatherers are banished from their primitive village, they set off on an epic journey through the ancient world.;[[Christopher Mintz-Plasse, Isaac], [David Cross, Cain], [Hank Azaria, Abraham], [Jack Black, Zed], [June Diane Raphael, Maya], [Juno Temple, Eema], [Michael Cera, Oh], [Oliver Platt, High Priest], [Olivia Wilde, Princess Inanna], [Vinnie Jones, Sargon]];Harold Ramis;[[Gene Stupnitsky, Screenplay], [Harold Ramis, Screenplay], [Lee Eisenberg, Screenplay]];[[Andrew Epstein, Producer], [Clayton Townsend, Producer], [Harold Ramis, Producer], [Judd Apatow, Producer], [Laurel A. Ward, Producer], [Nicholas Weinstock, Producer], [Rodney Rothman, Executive Producer]]
22954;Invictus;['Drama', 'Unknown'];2009;134;Newly elected President Nelson Mandela knows his nation remains racially and economically divided in the wake of apartheid. Believing he can bring his people together through the universal language of sport, Mandela rallies South Africa's rugby team as they make their historic run to the 1995 Rugby World Cup Championship match.;[[Adjoa Andoh, Brenda Mazibuko], [Julian Lewis Jones, Etienne Feyder], [Leleti Khumalo, Mary], [Marguerite Wheatley, Nerine], [Matt Damon, Francois Pienaar], [Matt Stern, Hendrick Booyens], [Morgan Freeman, Nelson Mandela], [Patrick Lyster, Mr. Pienaar], [Patrick Mofokeng, Linga Moonsamy], [Tony Kgoroge, Jason Tshabalala]];Clint Eastwood;[[Anthony Peckham, Screenplay]];[[Clint Eastwood, Producer], [Gary Barber, Executive Producer], [Lori McCreary, Producer], [Mace Neufeld, Producer], [Morgan Freeman, Executive Producer], [Robert Lorenz, Producer], [Roger Birnbaum, Executive Producer], [Tim Moore, Executive Producer]]
16995;State of Play;['Action'];2009;127;Handsome, unflappable U.S. Congressman Stephen Collins is the future of his political party: an honorable appointee who serves as the chairman of a committee overseeing defense spending. All eyes are upon the rising star to be his party's contender for the upcoming presidential race. Until his research assistant/mistress is brutally murdered and buried secrets come tumbling out.;[[Ben Affleck, Stephen Collins], [Harry Lennix, Det. Donald Bell], [Helen Mirren, Cameron Lynne], [Jason Bateman, Dominic Foy], [Jeff Daniels, Senator George Fergus], [Josh Mostel, Pete], [Rachel McAdams, Della Frye], [Robin Wright, Anne Collins], [Russell Crowe, Cal McAffrey], [Wendy Makkena, Greer Thornton]];Kevin Macdonald;[[Billy Ray, Screenplay], [Matthew Michael Carnahan, Screenplay], [Tony Gilroy, Screenplay]];[[Andrew Hauptman, Producer], [Debra Hayward, Executive Producer], [E. Bennett Walsh, Executive Producer], [Eric Fellner, Producer], [Eric Hayes, Producer], [Kwame Parker, Producer], [Liza Chasin, Executive Producer], [Paul Abbott, Executive Producer], [Tim Bevan, Producer]]
16558;Duplicity;['Romance', 'Comedy', 'Unknown'];2009;125;Two romantically-engaged corporate spies team up to manipulate a corporate race to corner the market on a medical innovation that will reap huge profits and enable them to lead an extravagant lifestyle together.;[["Denis O'Hare", Duke Monahan], [Carrie Preston, Barbara Bofferd], [Clive Owen, Ray Koval], [Dan Daily, "Garsik's Aide"], [David Shumbris, Turtleneck], [Julia Roberts, Claire Stenwick], [Kathleen Chalfant, Pam Frailes], [Lisa Roberts Gillan, "Tully's Assistant"], [Paul Giamatti, Richard Garsik], [Tom Wilkinson, Howard Tully]];Tony Gilroy;[[Tony Gilroy, Writer]];[[Jennifer Fox, Producer], [Kerry Orent, Producer], [Laura Bickford, Producer]]
9849;My Favorite Martian;['Comedy', 'Drama', 'Unknown', 'Science Fiction'];1999;94;News producer, Tim O'Hara gets himself fired for unwillingly compromising his bosses' daughter during a live transmission. A little later, he witnesses the crashing of a small Martian spacecraft, realizing his one-time chance of delivering a story that will rock the earth. Since Tim took the original but scaled-down spaceship with him, the Martian follows him to retrieve it.;[[Christine Ebersole, Loralie Brown], [Christopher Lloyd, Oncle Martin (le Martien)], [Daryl Hannah, Lizzie], [Elizabeth Hurley, Brace Channing], [Jeff Daniels, "Tim O'Hara"], [Michael Lerner, Mr. Channing], [T. K. Carter, Lenny], [Wallace Shawn, Dr. Elliott Coleye]];Donald Petrie;[[Deanna Oliver, Screenplay], [Sherri Stoner, Screenplay]];[[Jerry Leider, Producer]]
5820;The Sentinel;['Action', 'Thriller', 'Unknown'];2006;108;A secret service agent is framed as the mole in an assassination attempt on the president. He must clear his name and foil another assassination attempt while on the run from a relentless FBI agent.;[[Blair Brown, National Security Advisor], [David Rasche, President Ballentine], [Eva Longoria, Jill Marin], [Kiefer Sutherland, David Breckinridge], [Kim Basinger, Sarah Ballentine], [Kristin Lehman, Cindy Breckinridge], [Martin Donovan, William Montrose], [Michael Douglas, Pete Garrison], [Raynor Scheine, Walter Xavier], [Ritchie Coster, The Handler]];Clark Johnson;[[George Nolfi, Screenplay]];[[Arnon Milchan, Producer], [Bill Carraro, Executive Producer], [Marcy Drogin, Producer], [Michael Douglas, Producer]]
16866;Planet 51;['Science Fiction', 'Unknown', 'Unknown', 'Comedy', 'Adventure'];2009;91;When Earth astronaut Capt. Chuck Baker arrives on Planet 51 -- a world reminiscent of American suburbia circa 1950 -- he tries to avoid capture, recover his spaceship and make it home safely, all with the help of an empathetic little green being.;[[Alan Marriott, Glar (voice)], [Dwayne Johnson, "Capt. Charles 'Chuck' Baker (voice)"], [Freddie Benedict, Eckle (voice)], [Gary Oldman, General Grawl (voice)], [James Corden, Soldier Vernkot (voice)], [Jessica Biel, Neera (voice)], [John Cleese, Professor Kipple (voice)], [Justin Long, Lem (voice)], [Mathew Horne, Soldier Vesklin (voice)], [Seann William Scott, Skiff (voice)]];Marcos Mart°nez;[[Ignacio PÇrez Dolset, Writer], [Javier Abad, Writer], [Joe Stillman, Writer], [Jorge Blanco, Writer], [Marcos Mart°nez, Writer]];[[Guy Collins, Producer], [Ignacio PÇrez Dolset, Producer]]
201;Star Trek: Nemesis;['Science Fiction', 'Action', 'Adventure', 'Thriller'];2002;117;En route to the honeymoon of William Riker to Deanna Troi on her home planet of Betazed, Captain Jean-Luc Picard and the crew of the U.S.S. Enterprise receives word from Starfleet that a coup has resulted in the installation of a new Romulan political leader, Shinzon, who claims to seek peace with the human-backed United Federation of Planets. Once in enemy territory, the captain and his crew make a startling discovery: Shinzon is human, a slave from the Romulan sister planet of Remus, and has a secret, shocking relationship to Picard himself.;[[Brent Spiner, Lt. Commander Data], [Gates McFadden, Dr. Beverly Crusher], [Jonathan Frakes, Commander William T. Riker], [LeVar Burton, Lt. Commander Geordi La Forge], [Marina Sirtis, Counselor Deanna Troi], [Michael Dorn, Lt. Commander Worf], [Patrick Stewart, Captain Jean-Luc Picard], [Ron Perlman, The Reman Viceroy], [Shannon Cochran, "Senator Tal'aura"], [Tom Hardy, Praetor Shinzon]];Stuart Baird;[[John Logan, Screenplay]];[[Marty Hornstein, Executive Producer], [Peter Lauritson, Producer], [Rick Berman, Producer]]
11775;Intolerable Cruelty;['Unknown', 'Comedy', 'Romance'];2003;100;A revenge-seeking gold digger marries a womanizing Beverly Hills lawyer with the intention of making a killing in the divorce.;[[Billy Bob Thornton, Howard D. Doyle], [Catherine Zeta-Jones, Marilyn Rexroth], [Cedric the Entertainer, Gus Petch], [Edward Herrmann, Rex Rexroth], [Geoffrey Rush, Donovan Donaly], [George Clooney, Miles Massey], [Julia Duffy, Sarah Sorkin], [Paul Adelstein, Wrigley], [Richard Jenkins, Freddy Bender], [Stacey Travis, Bonnie Donaly]];Joel Coen;[[Ethan Coen, Screenplay], [Joel Coen, Screenplay], [John Romano, Story], [Matthew Stone, Story], [Robert Ramsey, Story]];[[Brian Grazer, Producer], [Ethan Coen, Producer], [Grant Heslov, Producer], [James Jacks, Executive Producer], [James Whitaker, Producer], [Joel Coen, Producer], [John Cameron, Producer], [Robert Graf, Producer], [Sean Daniel, Executive Producer]]
87825;Trouble with the Curve;['Drama', 'Romance'];2012;111;Slowed by age and failing eyesight, crack baseball scout Gus Lobel takes his grown daughter along as he checks out the final prospect of his career. Along the way, the two renew their bond, and she catches the eye of a young player-turned-scout.;[[Amy Adams, Mickey Lobel], [Chelcie Ross, Smitty], [Clint Eastwood, Gus], [Ed Lauter, Max], [Joe Massingill, Bo Gentry], [John Goodman, Pete Klein], [Justin Timberlake, Johnny Flanagan], [Matthew Lillard, Phillip Sanderson], [Peter Hermann, Greg], [Robert Patrick, Vince]];Robert Lorenz;[[Randy Brown, Screenplay]];[[Clint Eastwood, Producer], [Michele Weisler, Producer], [Robert Lorenz, Producer], [Tim Moore, Executive Producer]]
12201;Edge of Darkness;['Unknown', 'Drama', 'Mystery', 'Thriller'];2010;117;As a seasoned homicide detective, Thomas Craven has seen the bleakest side of humanity. But nothing prepares him for the toughest investigation of his life: the search for his only daughter Emma's killer. Now, he is on a personal mission to uncover the disturbing secrets surrounding her murder, including corporate corruption, government collusion and Emma's own mysterious life.;[["Denis O'Hare", Moore], [Bojana NovakoviÜ, Emma Craven], [Caterina Scorsone, Melissa Conway], [Danny Huston, Bennett], [Gbenga Akinnagbe, Det. Darcy Jones], [Jay O. Sanders, Whitehouse], [Mel Gibson, Thomas Craven], [Ray Winstone, Darius Jedburgh], [Shawn Roberts, Burnham], [Wayne Duvall, Chief of Police]];Martin Campbell;[[Andrew Bovell, Screenplay], [William Monahan, Screenplay]];[[Graham King, Producer], [Michael Wearing, Producer], [Tim Headington, Producer]]
11015;The Relic;['Horror', 'Mystery', 'Thriller'];1997;110;A researcher at Chicago's Natural History Museum returns from South America with some crates containing his findings. When the crates arrive at the museum without the owner there appears to be very little inside. However, police discover gruesome murders on the cargo ship that brought the crates to the US and then another murder in the museum itself.;[[Chi Muoi Lo, Dr. Greg Lee], [Clayton Rohner, Det. Hollingsworth], [Diane Robin, "The Mayor's Wife"], [James Whitmore, Dr. Albert Frock], [Lewis Van Bergen, John Whitney], [Linda Hunt, Dr. Ann Cuthbert], [Penelope Ann Miller, Dr. Margo Green], [Robert Lesser, Mayor Robert Owen], [Thomas Ryan, Tom Parkinson], [Tom Sizemore, "Lt. Vincent D'Agosta"]];Peter Hyams;[[Amanda Silver, Screenplay], [Amy Holden Jones, Screenplay], [John Raffo, Screenplay], [Rick Jaffa, Screenplay]];[[Gale Anne Hurd, Producer], [Gary Levinsohn, Executive Producer], [Mark Gordon, Executive Producer], [Sam Mercer, Producer]]
9932;Analyze That;['Comedy', 'Unknown'];2002;96;The mafia's Paul Vitti is back in prison and will need some serious counseling when he gets out. Naturally, he returns to his analyst Dr. Ben Sobel for help and finds that Sobel needs some serious help himself as he has inherited the family practice, as well as an excess stock of stress.;[[Annika Pergament, Newscaster (voice)], [Billy Crystal, Dr. Ben Sobel], [Cathy Moriarty, Patti LoPresti], [Donna Marie Recco, Sheila], [Frank Pietrangolare, Tuna], [Jerome Le Page, Convict], [Joe Viterelli, Jelly], [Kyle Sabihy, Michael Sobel], [Lisa Kudrow, Laura Sobel], [Robert De Niro, Paul Vitti]];Harold Ramis;[[Harold Ramis, Screenplay], [Kenneth Lonergan, Screenplay], [Peter Steinfeld, Screenplay], [Peter Tolan, Screenplay]];[[Barry Levinson, Executive Producer], [Billy Crystal, Executive Producer], [Bruce Berman, Executive Producer], [Chris Brigham, Executive Producer], [Jane Rosenthal, Producer], [Len Amato, Executive Producer], [Paula Weinstein, Producer]]
13389;Righteous Kill;['Action', 'Unknown', 'Drama', 'Thriller'];2008;101;Two veteran New York City detectives work to identify the possible connection between a recent murder and a case they believe they solved years ago is there a serial killer on the loose, and did they perhaps put the wrong person behind bars?;[[50 Cent, Spider], [Al Pacino, Rooster], [Brian Dennehy, Lieutentant Hingis], [Carla Gugino, Karen Corelli], [Donnie Wahlberg, Detective Ted Riley], [John Leguizamo, Detective Simon Perez], [Melissa Leo, Cheryl], [Robert De Niro, Turk], [Sterling K. Brown, Rogers], [Trilby Glover, Jessica]];Jon Avnet;[[Russell Gewirtz, Writer]];[]
8838;Mercury Rising;['Action', 'Unknown', 'Drama', 'Thriller'];1998;111;"Renegade FBI agent Art Jeffries protects a nine-year-old autistic boy who has cracked the government's new ""unbreakable"" code.";[[Alec Baldwin, Nicholas Kudrow], [Bodhi Elfman, Leo Pedranski], [Bruce Willis, Art Jeffries], [Carrie Preston, Emily Lang], [Chi McBride, Tommy B. Jordan], [Kim Dickens, Stacey], [Lindsey Ginter, Peter Burrell], [Miko Hughes, Simon Lynch], [Peter Stormare, Shayes], [Robert Stanton, Dean Crandell]];Harold Becker;[[Lawrence Konner, Screenplay], [Mark Rosenthal, Screenplay]];[[Brian Grazer, Producer], [Joseph Singer, Executive Producer], [Karen Kehela Sherwood, Producer], [Ric Kidney, Executive Producer]]
17332;The Soloist;['Drama'];2009;109;A Los Angeles journalist befriends a homeless Juilliard-trained musician, while looking for a new article for the paper.;[[Catherine Keener, Mary Weston], [Jamie Foxx, Nathaniel Ayers], [Lisa Gay Hamilton, Jennifer Ayers], [Lorraine Toussaint, Flo Ayers], [Michael Bunin, Adam Crane], [Nelsan Ellis, David Carter], [Rachael Harris, Leslie Bloom], [Robert Downey Jr., Steve Lopez], [Stephen Root, Curt Reynolds], [Tom Hollander, Graham Claydon]];Joe Wright;[[Susannah Grant, Screenplay]];[[Gary Foster, Producer], [Patricia Whitcher, Executive Producer], [Russ Krasnoff, Producer]]
4958;The Legend of Bagger Vance;['Fantasy', 'Drama'];2000;126;World War I has left golfer Rannulph Junuh a poker-playing alcoholic, his perfect swing gone. Now, however, he needs to get it back to play in a tournament to save the financially ravaged golf course of a long-ago sweetheart. Help arrives in the form of mysterious caddy Bagger Vance.;[[Bruce McGill, Walter Hagen], [Carrie Preston, Idalyn Greaves], [Charlize Theron, Adele Invergordon], [E. Roger Mitchell, Aaron], [J. Michael Moncrief, Hardy Greaves], [Joel Gretsch, Bobby Jones], [Matt Damon, Rannulph Junuh], [Trip Hamilton, Frank Greaves], [Wilbur Fitzgerald, Roy], [Will Smith, Bagger Vance]];Robert Redford;[[Jeremy Leven, Screenplay]];[[Chris Brigham, Producer], [Jake Eberts, Producer], [Joseph P. Reidy, Producer], [Karen Tenkhoff, Executive Producer], [Michael Nozik, Producer], [Robert Redford, Producer]]
786;Almost Famous;['Drama', 'Unknown'];2000;122;Almost Famous is an autobiographical inspired film about a 15-year-old who is hired by Rolling Stone magazine to follow and interview a rock band during their tour. A film about growing up, first love, disappointment, and the life of a rock star.;[[Anna Paquin, Polexia Aphrodisia], [Billy Crudup, Russell Hammond], [Fairuza Balk, Sapphire], [Frances McDormand, Elaine Miller], [Jason Lee, Jeff Bebe], [Kate Hudson, Penny Lane], [Michael Angarano, Young William], [Noah Taylor, Dick Roswell], [Patrick Fugit, William Miller], [Zooey Deschanel, Anita Miller]];Cameron Crowe;[[Cameron Crowe, Screenplay]];[[Cameron Crowe, Producer], [Ian Bryce, Producer], [Lisa Stewart, Producer], [Marty P. Ewing, Producer], [Scott M. Martin, Producer], [Steven P. Saeta, Producer]]
9513;Garfield: A Tail of Two Kitties;['Unknown', 'Comedy', 'Unknown'];2006;78;Garfield is back and this time Garfield and his canine sidekick Odie follows their owner, Jon Arbuckle, to England, the U.K. may never recover, as Garfield is mistaken for a look-alike, regal cat who has inherited a castle.;[[Bill Murray, Garfield (voice)], [Billy Connolly, Dargis], [Breckin Meyer, Jon Arbuckle], [Ian Abercrombie, Smithee], [Jennifer Love Hewitt, Liz], [Lena Cardwell, Teenage Tourist], [Lucy Davis, Abby], [Roger Rees, Mr. Hobbs], [Tim Curry, Prince (voice)], [Veronica Alicino, Veterinary Assistant]];Tim Hill;[[Alec Sokolow, Screenplay], [Joel Cohen, Screenplay]];[[Brian Manis, Executive Producer], [John Davis, Producer], [Michele Imperato, Executive Producer]]
